UID,day,trans_amt,bal,channel,amt_src1,merchant,code1,code2,trans_type1,acc_id1,device_code1,device_code2,device_code3,device1,device2,mac1,ip1,amt_src2,acc_id2,acc_id3,geo_code,trans_type2,market_code,market_type,ip1_sub
11823,16,66559.0,1600.0,2,6,4,0,0,3,4,0,0,1,2,1,0,7,5,1,2,1,2,3,1,6
11824,12,17508.0,1200.0,2,3,2,0,0,2,3,4,4,0,4,4,3,6,2,3,1,2,2,0,0,6
11825,16,760329.0,130248.0,2,4,5,0,2,4,3,2,2,1,2,3,2,6,2,2,1,1,2,1,1,6
11826,7,58134.0,700.0,2,4,3,1,0,3,4,1,1,0,1,1,1,3,4,0,0,1,2,3,2,3
11827,9,112693.0,900.0,2,5,2,0,0,3,1,1,1,0,1,1,1,2,4,0,0,1,1,4,2,2
11828,6,78375.0,5350.0,2,4,3,0,0,3,4,2,2,0,2,2,2,2,4,1,1,1,2,0,0,2
11829,8,82425.0,130932.0,2,5,2,0,0,3,3,1,1,0,1,1,1,3,3,0,0,1,1,1,1,3
11830,33,5439846.0,14048646.0,1,2,2,0,0,2,1,0,0,0,0,1,0,1,2,1,29,0,1,0,0,1
11831,16,147375.0,1600.0,2,5,3,0,1,2,1,1,1,0,1,1,1,4,3,0,0,1,2,0,0,4
11832,10,32257.0,1000.0,2,4,2,0,0,3,1,1,1,0,1,1,1,6,3,0,0,1,2,1,1,6
11833,9,19926.0,900.0,2,3,2,0,0,2,1,1,2,1,2,2,1,2,2,1,1,1,2,0,0,1
11834,12,34360.0,97371.0,2,3,5,0,0,2,4,0,0,1,1,1,0,4,2,0,0,1,2,2,1,4
11835,1,2818.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
11836,22,10028467.0,294388.0,2,6,9,2,1,4,2,0,0,1,1,1,0,8,4,1,1,1,4,3,1,6
11837,3,3017.0,300.0,1,3,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1
11838,11,41590.0,1100.0,2,6,4,0,2,4,2,1,1,1,2,2,1,2,3,1,1,1,3,2,1,2
11839,5,14649.0,500.0,1,3,2,0,1,2,0,1,1,0,1,1,1,1,0,0,0,1,2,1,1,1
11840,12,173452.0,40830.0,2,4,2,0,0,3,4,1,1,0,1,1,1,4,3,0,0,2,1,2,1,3
11841,14,11522.0,1534.0,2,6,5,0,0,4,2,0,0,1,2,1,0,6,4,1,1,1,2,3,2,6
11842,1,5536.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
11843,24,115025.0,19696.0,2,4,6,0,0,4,2,2,2,0,1,2,2,9,3,1,1,1,2,3,1,6
11844,3,56296.0,50316.0,2,3,2,0,0,2,1,0,0,1,1,1,0,1,2,0,0,0,1,0,0,1
11845,15,42946.0,107511.0,2,3,7,0,0,2,3,0,0,1,1,4,0,6,2,0,0,0,2,3,1,5
11846,34,1096043.0,2490830.0,1,3,6,3,0,5,12,3,3,4,7,5,5,16,7,7,4,1,2,4,2,14
11847,1,8254.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
11848,1,1459.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1
11849,1,1714.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1
11850,1,24020.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
11851,9,31069.0,900.0,2,4,4,0,0,2,1,3,3,0,2,2,2,5,2,1,1,1,2,0,0,5
11852,195,8198630.0,25899549.0,2,6,9,0,0,5,5,4,4,0,3,4,4,29,3,4,8,2,2,1,1,17
11853,12,78716.0,1200.0,2,5,4,1,0,4,1,1,1,0,1,1,1,7,3,0,0,2,3,2,2,7
11854,34,45028.0,14535.0,2,5,5,0,0,3,5,1,1,0,1,1,1,14,4,0,0,1,1,2,1,14
11855,3,218576.0,300.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
11856,4,468172.0,400.0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
11858,16,88550.0,1871.0,2,7,3,0,0,5,3,2,2,0,2,2,2,7,5,2,2,1,2,2,1,6
11859,16,1198098.0,10890.0,2,4,5,0,0,5,4,3,2,0,2,3,3,10,4,3,3,1,2,0,0,10
11860,16,97278.0,1600.0,2,4,2,0,0,3,1,1,1,0,1,1,1,9,3,0,0,3,2,2,1,8
11861,21,1281542.0,28977.0,2,7,6,1,0,5,4,0,0,3,2,3,0,10,5,4,3,2,3,2,1,10
11862,9,28296.0,900.0,2,5,3,0,2,2,1,2,2,0,2,2,2,3,3,1,1,1,3,1,1,3
11863,11,32629.0,1100.0,2,3,2,0,0,2,1,2,1,0,2,2,2,5,2,1,1,1,2,3,1,3
11864,1,10973.0,100.0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1
11866,18,181998.0,1042065.0,2,4,2,0,0,3,2,1,1,0,1,1,1,6,2,0,0,2,2,4,1,6
11867,3,7095.0,300.0,2,3,2,0,0,2,1,2,2,0,1,2,2,2,1,1,1,1,2,0,0,2
11868,3,4376.0,300.0,1,2,2,0,0,1,0,1,1,0,1,1,1,2,1,0,0,1,1,0,0,2
11869,1,217562.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
11870,26,1944535.0,2600.0,2,2,2,0,0,3,9,0,0,9,9,4,0,5,1,9,17,1,2,0,0,5
11871,3,8454.0,300.0,2,3,2,0,0,2,1,0,0,2,2,1,0,2,2,1,1,1,2,1,1,2
11872,4,11311.0,400.0,2,3,3,0,0,3,1,0,0,1,1,1,0,3,1,0,0,1,1,1,1,3
11873,6,16908.0,600.0,2,3,3,0,0,2,1,1,1,1,2,2,1,4,2,1,1,1,2,0,0,3
11874,3,2745.0,300.0,2,3,2,0,0,2,1,2,2,0,2,2,2,2,2,1,1,1,2,0,0,2
11875,10,109349.0,1000.0,2,5,3,0,0,3,3,1,1,0,1,1,1,5,4,0,0,1,2,3,2,5
11876,3,399878.0,300.0,2,3,2,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
11877,1,108831.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
11878,1,271928.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
11879,3,3017.0,300.0,1,3,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
11880,1,6895.0,100.0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1
11881,75,201842.0,7500.0,2,3,2,0,0,3,18,18,18,0,4,17,12,23,2,18,43,2,2,0,0,21
11882,22,73155.0,85281.0,2,4,4,0,0,3,4,1,1,0,1,1,1,9,5,0,0,1,2,4,2,8
11883,4,10739.0,3651.0,2,3,4,0,0,3,3,2,2,0,2,2,1,3,3,1,1,1,2,0,0,3
11884,1,2718381.0,100.0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1
11885,1,915.0,100.0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1
11886,110,383995.0,11000.0,2,4,6,0,0,4,3,6,6,0,3,3,5,19,4,3,20,3,2,4,1,18
11887,7,8656.0,2822.0,2,4,2,0,0,3,2,1,1,0,1,1,1,3,2,0,0,1,1,2,1,3
11888,7,67974.0,668254.0,2,3,4,0,0,3,1,1,1,0,1,1,1,4,1,0,0,1,2,1,1,4
11889,1,643.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1
11890,3,56296.0,300.0,2,3,2,0,0,2,1,1,1,1,2,2,1,1,2,1,1,1,1,0,0,1
11891,10,27310.0,2704.0,2,4,2,0,0,3,3,1,1,0,1,1,1,6,4,0,0,1,2,1,1,6
11892,28,119237.0,42066.0,2,5,8,2,0,3,4,4,3,0,1,4,4,10,5,2,1,1,3,3,1,8
11893,15,147337.0,1500.0,2,6,4,0,0,3,3,1,1,0,1,1,1,7,5,0,0,1,2,3,2,6
11894,5,8654.0,500.0,2,3,2,0,0,2,1,1,1,1,2,2,1,4,1,1,1,1,2,0,0,4
11895,16,174521.0,1067123.0,2,5,5,2,0,3,2,1,1,0,1,1,1,6,3,0,0,1,2,2,2,6
11896,2,2918.0,200.0,1,2,1,0,0,1,1,1,1,0,1,1,1,1,2,0,0,1,1,0,0,1
11897,1,25923.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1
11898,10,22744.0,11872.0,2,4,2,0,0,3,2,1,1,0,1,1,1,3,2,0,0,0,2,1,1,2
11899,24,2757101.0,1134439.0,2,5,6,0,0,6,4,2,2,2,3,4,2,15,3,4,3,1,2,1,1,13
11900,16,513836.0,144463.0,2,5,6,0,1,5,3,3,4,0,2,3,3,7,3,3,4,2,3,1,1,6
11901,5,14633.0,500.0,1,2,1,0,0,1,0,1,1,0,1,1,1,3,0,0,0,1,1,0,0,2
11902,13,25214.0,1300.0,2,5,3,0,0,3,3,3,3,0,2,3,3,4,3,2,1,1,2,0,0,4
11903,8,22544.0,800.0,1,2,1,0,0,1,0,1,1,0,1,1,1,4,1,0,0,1,1,2,1,2
11904,9,32022.0,92014.0,2,3,4,0,0,2,4,0,0,1,1,1,0,3,2,0,0,1,2,2,1,2
11905,59,252559.0,26945.0,2,6,11,2,2,4,9,1,1,0,1,1,1,7,8,1,1,1,4,3,1,7
11906,11,23059.0,1100.0,1,3,2,0,0,1,1,2,1,0,1,1,1,4,2,0,0,1,1,0,0,4
11907,22,550706.0,15791.0,2,6,7,0,0,4,10,0,0,1,1,1,0,8,9,3,2,1,1,4,2,7
11908,5,19526.0,500.0,2,3,2,0,0,2,1,1,1,1,2,2,1,2,2,1,1,1,2,0,0,2
11909,1,1459.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
11910,22,198567.0,2200.0,2,7,3,1,0,3,3,2,1,0,2,2,2,7,5,0,0,1,2,7,2,6
11911,16,21503.0,1600.0,2,4,3,0,0,2,2,6,1,0,3,3,3,4,2,2,1,1,2,0,0,4
11912,18,245078.0,184977.0,2,5,7,1,0,7,3,2,2,0,2,2,2,9,3,2,3,1,3,1,1,9
11913,12,31315.0,23374.0,2,5,5,1,0,4,2,0,0,1,1,1,0,5,3,1,3,1,3,1,1,5
11914,5,93890.0,672.0,2,3,2,0,0,3,1,1,1,0,1,1,1,1,2,0,0,1,2,3,1,1
11915,17,18971221.0,22052511.0,2,4,4,0,0,4,2,0,0,1,1,1,0,5,3,1,2,0,2,0,0,4
11916,5,17669.0,500.0,2,4,3,0,0,2,1,2,2,0,2,2,2,2,2,1,1,1,2,0,0,2
11917,5,68498.0,27594.0,2,4,3,0,0,3,2,1,1,0,1,1,1,2,3,0,0,1,2,1,1,2
11918,2,15421.0,200.0,1,2,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1
11919,5,38730.0,500.0,2,5,3,0,0,4,2,2,2,0,2,2,2,3,2,1,1,2,2,1,1,3
11920,7,10262.0,2302.0,1,3,2,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,1,3,1,0
11921,5,29312.0,500.0,1,3,2,0,0,1,0,0,0,1,1,1,0,2,1,0,0,0,1,0,0,2
11922,2,3706.0,200.0,1,2,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1
11923,17,2000.0,54752.0,2,3,7,3,0,2,3,0,0,0,0,1,0,2,2,0,0,0,3,0,0,2
11924,15,21885.0,1500.0,2,3,2,0,0,2,3,4,3,0,4,4,4,6,2,3,1,2,2,0,0,6
11925,1,163196.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
11926,19,2071.0,19446.0,2,3,9,3,0,2,2,0,0,0,0,1,0,2,2,0,0,0,3,0,0,2
11927,3,8454.0,300.0,2,3,2,0,0,2,1,1,1,1,2,2,1,2,2,1,1,1,2,1,1,2
11928,3,56296.0,300.0,2,3,2,0,0,2,1,1,1,1,2,2,1,1,2,1,1,2,1,0,0,1
11929,14,48558.0,1400.0,2,4,2,0,0,2,1,2,2,0,2,2,2,7,2,1,1,1,2,3,1,5
11930,70,158392.0,7000.0,2,3,3,0,0,2,2,2,3,0,1,2,1,24,1,2,1,1,2,0,0,23
11931,6,81058.0,36084.0,2,4,2,0,0,3,1,1,1,0,1,1,1,4,1,0,0,2,2,1,1,4
11932,12,98059.0,5102.0,2,5,4,0,0,4,4,0,0,2,2,1,0,6,5,1,1,1,2,3,1,6
11933,5,82046.0,500.0,2,4,2,0,0,2,3,0,0,1,1,1,0,2,4,0,0,1,1,1,1,2
11934,2,4277.0,200.0,1,2,1,0,0,1,1,1,1,0,1,1,1,1,2,0,0,1,1,0,0,1
11935,4,92023.0,400.0,1,3,1,0,0,1,1,0,0,1,1,1,0,1,3,0,0,1,0,1,1,1
11936,2,5636.0,200.0,1,2,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
11937,3,1657.0,300.0,2,3,2,0,0,2,1,1,1,1,2,2,1,2,2,1,1,1,2,0,0,2
11938,73,624450.0,7300.0,2,3,3,0,0,3,2,2,2,0,2,2,2,17,1,2,2,2,2,0,0,12
11939,8,34177.0,273876.0,2,3,2,1,0,3,1,0,0,1,1,1,0,2,1,0,0,1,2,1,1,2
11940,2,7266.0,200.0,2,2,2,0,0,2,1,2,2,0,1,2,2,2,1,1,1,1,2,0,0,2
11941,3,35636.0,300.0,2,2,3,0,0,3,2,1,1,1,2,2,1,2,2,1,1,1,2,0,0,2
11942,6,29412.0,600.0,1,2,3,0,0,1,1,1,1,0,1,1,1,6,1,0,0,2,1,0,0,6
11943,1,2818.0,100.0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1
11944,14,20425.0,1400.0,2,3,2,0,0,2,1,2,2,0,2,2,2,7,1,1,1,1,2,0,0,6
11945,20,51602.0,46020.0,2,6,3,0,0,3,3,1,1,0,1,1,1,10,4,0,0,1,2,1,1,6
11946,1,15485.0,100.0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1
11947,7,22444.0,700.0,2,3,3,0,0,2,1,1,1,0,1,1,1,3,2,0,0,1,2,2,1,3
11948,12,356432.0,1200.0,1,3,1,0,0,1,1,0,0,1,1,1,0,2,3,0,0,1,0,4,1,2
11949,3,8454.0,300.0,1,1,1,0,0,1,0,0,0,1,1,1,0,3,0,0,0,2,1,0,0,2
11950,1,10973.0,100.0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1
11951,4,143108.0,400.0,2,4,2,0,0,2,3,1,1,0,1,1,1,2,3,2,1,1,1,0,0,1
11952,18,409262.0,43803.0,2,6,4,0,1,3,2,1,1,0,1,1,1,6,3,0,0,3,3,3,1,5
11953,3,6278.0,300.0,2,3,2,0,0,2,1,1,1,1,2,2,1,2,2,1,1,1,2,0,0,2
11954,4,12087.0,400.0,1,2,1,0,0,1,0,1,1,0,1,1,1,2,1,0,0,1,1,2,1,2
11955,35,1070677.0,29494.0,2,4,7,0,0,4,4,0,0,2,2,1,0,22,4,2,3,3,2,0,0,19
11956,4,12360.0,400.0,1,2,1,0,0,1,1,1,1,0,1,1,1,4,1,0,0,1,1,0,0,4
11957,16,57506.0,1600.0,1,5,3,1,0,1,1,1,1,0,1,1,1,4,3,0,0,1,2,1,1,4
11958,11,28278.0,1100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,2,0,0,0,1,1,0,0,1
11959,2,6180.0,51575.0,2,2,2,0,0,2,1,0,0,1,1,1,0,1,1,0,0,0,2,0,0,1
11960,33,1597589.0,31638.0,2,6,7,1,0,5,7,3,3,1,2,4,1,20,5,4,2,3,3,4,2,17
11961,11,37528146.0,1100.0,3,6,5,0,0,5,3,1,1,0,1,1,1,5,5,1,2,3,1,0,0,5
11962,1,271928.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
11963,2,5310.0,200.0,1,1,1,0,0,1,0,1,1,0,1,1,1,2,0,0,0,1,1,0,0,2
11964,8,27980.0,800.0,2,4,2,0,0,2,1,3,2,0,2,2,2,5,2,1,1,1,2,2,1,4
11965,1,3905.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1
11966,2,16509.0,200.0,1,2,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1
11967,4,134844.0,400.0,1,2,1,0,0,1,1,1,1,0,1,1,1,2,2,0,0,2,0,0,0,2
11968,5,12731.0,500.0,2,3,3,0,0,2,1,2,1,0,2,2,2,2,2,1,1,1,2,0,0,2
11969,2,8354.0,200.0,1,2,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1
11970,3,345086.0,300.0,2,3,2,0,0,2,1,1,2,0,1,1,1,2,2,1,1,1,2,0,0,2
11971,4,8281.0,400.0,2,3,3,0,0,2,1,2,2,0,2,2,2,3,1,1,1,0,2,0,0,3
11972,7,27445.0,4598.0,2,4,4,1,0,3,4,1,1,1,2,2,1,2,4,1,1,1,3,0,0,2
11973,2,6587.0,200.0,1,2,1,0,0,1,1,1,1,0,1,1,1,1,2,0,0,1,1,1,1,1
11974,4,51067.0,400.0,1,3,1,0,0,1,2,0,0,1,1,1,0,1,3,0,0,1,0,0,0,1
11975,74,7814.0,73422.0,2,3,24,31,0,2,3,0,0,0,0,1,0,4,2,0,0,0,3,0,0,4
11976,26,109690.0,2600.0,1,2,2,0,0,1,1,0,0,1,1,1,0,9,2,0,0,1,1,0,0,9
11977,6,49648.0,57681.0,2,5,3,0,0,3,3,0,0,1,1,1,0,1,3,0,0,1,2,1,1,1
11978,1,35024.0,100.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11979,6,18185.0,600.0,1,3,2,0,0,1,1,0,0,2,2,2,0,3,2,0,0,1,1,0,0,3
11980,27,105171.0,38366.0,2,7,7,0,0,3,6,1,1,0,1,1,1,7,5,0,0,1,2,2,1,7
11981,21,21334972.0,1434923.0,3,6,6,0,0,7,3,0,0,1,1,1,0,6,5,2,4,2,1,0,0,6
11982,1,81648.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
11983,1,1459.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
11984,13,28340.0,1300.0,1,4,1,0,0,1,1,1,1,0,1,1,1,7,2,0,0,1,1,0,0,6
11985,3,56296.0,300.0,2,3,2,0,0,2,1,1,1,1,2,2,1,1,2,1,1,2,1,0,0,1
11986,10,19754.0,1000.0,2,3,2,0,0,2,1,1,1,0,1,1,1,5,1,0,0,2,2,0,0,5
11987,73,7712.0,46428.0,2,3,24,31,0,2,3,0,0,0,0,1,0,4,2,0,0,0,3,0,0,4
11988,76,8018.0,58695.0,2,3,25,31,0,2,3,0,0,0,0,1,0,4,2,0,0,0,3,0,0,4
11989,14,35496.0,24924.0,2,4,2,0,0,3,2,1,1,0,1,1,1,6,3,0,0,3,2,2,1,6
11990,3,1385.0,300.0,2,2,3,0,0,3,2,1,1,1,2,2,1,2,2,1,1,1,2,0,0,2
11991,8,15751.0,800.0,2,4,4,0,0,2,1,2,2,0,1,2,2,2,2,1,1,1,2,0,0,2
11992,16,607554.0,1600.0,2,4,2,0,0,2,6,0,0,1,1,1,0,7,6,0,0,2,1,2,1,6
11993,13,158008.0,46320.0,2,5,5,1,0,3,3,2,2,0,1,1,1,5,3,0,0,2,3,2,1,5
11995,4,13992.0,400.0,2,3,2,0,0,2,1,2,2,0,2,2,2,2,1,1,1,1,2,0,0,2
11996,12,38026.0,1200.0,2,3,2,0,0,2,2,3,3,0,2,3,3,7,1,2,1,1,2,0,0,7
11997,1,13691.0,100.0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1
11998,75,7916.0,67732.0,2,3,24,31,0,2,3,0,0,0,0,1,0,4,2,0,0,0,3,0,0,4
11999,1,13691.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1
12000,14,70843.0,45223.0,2,5,5,1,0,4,5,1,1,0,1,1,1,5,5,1,1,2,3,2,1,5
12001,1,1459.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
12002,5,86302.0,500.0,2,3,2,0,0,3,1,1,1,0,1,1,1,2,2,0,0,0,2,3,1,2
12003,12,35175.0,62080.0,2,5,4,0,0,4,2,2,2,0,2,2,2,6,3,1,1,1,2,1,1,6
12004,7,32528.0,700.0,2,4,2,0,0,2,2,3,2,0,1,2,1,1,2,2,1,1,2,0,0,1
12005,15,44174.0,1500.0,2,3,5,0,0,2,3,0,0,2,2,2,0,10,2,3,1,1,2,2,1,8
12006,24,34021.0,81218.0,2,4,3,1,0,3,4,0,0,1,1,1,0,9,3,0,0,4,3,2,1,9
12007,2,5636.0,200.0,1,1,1,0,0,1,0,1,1,0,1,1,1,2,0,0,0,1,1,0,0,2
12008,6,16907.0,600.0,1,2,1,0,0,1,0,1,1,0,1,1,1,3,1,0,0,1,1,2,1,3
12009,6,115310.0,600.0,2,4,3,0,0,3,2,1,1,1,2,2,1,1,2,2,2,1,1,0,0,1
12010,13,64332.0,58381.0,2,5,4,0,0,5,4,2,2,0,1,2,2,3,3,2,2,1,2,1,1,3
12011,1,271928.0,100.0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1
12012,13,58628.0,1300.0,2,5,2,0,0,3,2,1,1,0,1,1,1,7,3,0,0,1,2,2,1,6
12013,1,5536.0,100.0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1
12014,2,52211.0,200.0,1,1,1,0,0,1,1,0,0,1,1,1,0,2,1,0,0,0,0,0,0,2
12015,3,4377.0,300.0,1,2,1,0,0,1,1,1,1,0,1,1,1,1,2,0,0,0,1,0,0,1
12016,15,85770.0,54442.0,2,4,2,0,0,3,3,0,0,1,1,1,0,5,4,0,0,1,2,2,1,5
12017,2,82563.0,200.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
12018,14,29939.0,2214.0,2,5,3,0,0,5,3,2,2,1,2,3,2,6,3,2,2,1,2,1,1,5
12019,1,915.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1
12020,20,196093.0,35114.0,2,7,5,0,0,5,7,2,2,0,2,2,2,2,5,2,2,1,2,1,1,2
12021,6,13101.0,600.0,1,1,2,0,0,1,0,1,2,0,1,1,1,4,0,0,0,1,1,0,0,4
12022,25,724497.0,21912.0,2,6,6,1,0,3,5,2,1,0,1,2,1,11,6,0,0,4,2,7,2,11
12023,8,72015.0,800.0,2,4,2,0,0,2,3,1,1,0,1,1,1,4,3,0,0,1,1,3,1,4
12024,2,1185370.0,200.0,2,2,2,0,0,2,1,1,1,0,1,1,1,1,2,0,0,1,1,0,0,1
12025,8,49724.0,800.0,2,4,2,0,0,2,1,1,1,1,2,2,1,1,2,1,1,1,2,0,0,1
12026,3,15249.0,5122.0,2,3,2,0,0,2,1,1,1,0,1,1,1,1,2,0,0,1,2,0,0,1
12027,10,32790.0,1000.0,1,1,7,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1
12028,3,1675.0,300.0,2,2,3,0,0,3,2,1,1,1,2,2,1,2,2,1,1,1,2,0,0,2
12029,9,155022.0,900.0,1,2,1,0,0,1,0,0,0,1,1,1,0,5,0,0,0,1,1,0,0,2
12030,16,182875.0,1600.0,2,7,4,0,0,3,3,1,1,0,1,1,1,5,4,0,0,3,2,3,2,4
12031,26,115380.0,29782.0,2,4,3,0,0,4,3,2,2,0,2,2,2,4,3,2,8,1,2,2,1,3
12032,10,36334.0,1000.0,2,4,2,0,0,2,3,1,1,0,1,1,1,4,3,0,0,1,2,0,0,4
12033,3,4377.0,300.0,2,3,2,0,0,2,1,2,2,0,2,2,2,2,2,1,1,1,2,0,0,2
12034,7,25704.0,700.0,2,5,4,0,0,3,2,3,3,0,3,3,3,4,4,1,1,1,2,0,0,4
12035,6,35120.0,600.0,1,2,2,0,0,1,1,1,1,0,1,1,1,2,2,0,0,1,1,0,0,2
12036,2,2918.0,200.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
12037,9,69641.0,900.0,2,6,3,0,0,3,1,0,0,1,1,1,0,2,3,0,0,1,1,1,1,2
12038,8,49046.0,800.0,1,2,1,0,0,1,1,1,1,0,1,1,1,3,2,0,0,1,1,2,1,3
12039,2,12975.0,200.0,1,2,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1
12040,12,31370.0,17508.0,2,4,2,0,0,3,2,1,1,0,1,1,1,8,2,0,0,1,2,1,1,8
12041,8,11672.0,800.0,2,3,2,0,0,2,2,2,2,1,2,3,2,5,2,2,1,2,2,0,0,5
12042,33,54025290.0,119718.0,3,6,7,0,0,7,2,1,1,0,1,1,1,19,4,2,4,1,2,0,0,18
12043,17,91397.0,1700.0,1,4,1,0,0,1,1,1,1,0,1,1,1,7,3,0,0,1,1,2,1,5
12044,6,16908.0,600.0,1,3,1,0,0,1,1,1,1,0,1,1,1,1,2,0,0,1,1,0,0,1
12045,2,90093.0,15069.0,2,2,2,0,0,2,1,1,1,0,1,1,1,2,1,0,0,1,2,0,0,2
12046,4,9096.0,65512.0,2,2,3,0,0,2,2,1,1,0,1,1,1,3,2,0,0,2,2,0,0,3
12047,7,1025.0,700.0,2,2,7,0,0,2,1,2,2,0,2,2,2,2,1,1,1,1,2,0,0,2
12048,5,560463.0,500.0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
12049,4,111848.0,400.0,2,4,2,0,0,2,1,2,2,0,2,2,2,2,2,1,1,1,2,0,0,2
12050,1,8254.0,100.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12051,12,110869.0,10874327.0,2,5,5,1,1,4,2,1,1,0,1,1,1,1,2,1,1,1,3,1,1,1
12052,2,11072.0,200.0,1,2,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
12053,8,82350.0,19238.0,2,5,2,0,0,3,3,1,1,0,1,1,1,3,3,0,0,2,2,2,1,3
12054,19,56261.0,16336.0,2,4,3,0,0,4,3,2,2,0,1,2,1,9,4,1,1,2,2,1,1,7
12055,8,22544.0,800.0,2,3,2,0,0,3,2,1,1,2,3,3,1,4,2,2,2,1,2,1,1,4
12056,12,596502.0,65897.0,2,4,4,0,0,4,3,2,2,0,2,2,1,6,3,2,2,1,2,0,0,6
12057,10,2443102.0,1208314.0,2,4,3,0,0,5,3,1,2,1,2,2,1,7,4,2,4,2,2,0,0,6
12058,26,61037.0,54242.0,2,5,4,0,0,4,4,3,3,0,3,3,3,8,3,2,1,1,2,1,1,5
12059,1,2818.0,100.0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
12060,67,8981070.0,15638157.0,1,2,2,0,0,3,23,1,0,0,1,2,1,4,4,23,39,1,1,0,0,3
12061,9,112833.0,12330.0,2,4,3,0,0,3,5,1,1,1,2,2,1,2,4,1,1,1,1,3,1,2
