UID,day,success,mode,os,version,device1,device2,device_code1,device_code2,device_code3,mac1,mac2,ip1,ip2,wifi,geo_code,ip1_sub,ip2_sub
13322,11,11.0,8,2,2,1,1,0,0,1,0,0,2,2,1,0,2,2
13323,12,10.0,3,1,2,1,2,0,0,2,0,0,5,0,0,1,5,0
13325,182,111.0,3,2,2,2,0,1,1,0,0,1,5,0,0,0,5,0
13326,63,62.0,9,2,2,1,1,1,2,0,2,2,8,6,1,1,7,6
13328,79,77.0,8,2,2,1,1,1,2,0,1,1,8,0,2,2,8,0
13329,2,2.0,2,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
13330,11,11.0,2,1,2,1,1,1,2,0,0,1,4,0,1,1,4,0
13331,45,45.0,1,1,2,1,1,1,2,0,0,1,9,0,0,2,9,0
13332,46,45.0,4,2,2,1,1,1,2,0,1,1,9,0,2,1,7,0
13333,3,3.0,2,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
13334,8,7.0,4,2,2,1,2,0,0,1,0,0,2,0,0,2,2,0
13335,6,6.0,2,1,1,1,1,1,1,0,0,1,2,0,1,1,2,0
13336,189,116.0,3,2,2,2,0,1,1,0,0,1,5,0,0,0,5,0
13337,23,10.0,9,2,2,1,2,2,2,0,1,2,2,0,2,2,2,0
13338,40,40.0,2,1,2,1,1,1,2,0,0,1,8,0,2,3,7,0
13340,93,58.0,6,2,1,1,1,1,2,0,1,1,8,0,1,2,8,0
13341,3,3.0,2,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0
13342,35,17.0,8,2,1,1,1,1,1,0,1,1,3,0,1,1,3,0
13343,31,21.0,3,2,1,1,1,0,0,1,0,0,6,0,0,1,6,0
13344,73,71.0,4,2,2,1,1,2,4,0,1,1,9,0,2,3,9,0
13345,53,43.0,10,3,2,2,3,1,2,1,1,1,2,1,3,2,2,1
13346,5,3.0,3,3,1,1,1,0,0,1,0,0,1,0,0,0,1,0
13347,10,10.0,3,1,1,1,1,1,2,0,1,1,1,0,0,1,1,0
13349,9,9.0,7,1,2,1,1,1,2,0,1,1,2,0,0,1,2,0
13351,8,8.0,2,1,1,1,1,0,0,1,0,0,4,0,0,0,4,0
13352,15,10.0,6,3,2,1,1,1,1,0,1,1,2,0,2,1,2,0
13353,175,109.0,3,2,2,2,0,1,1,0,0,1,5,0,0,0,5,0
13354,41,39.0,7,2,2,1,1,1,2,0,1,2,7,1,1,1,7,1
13355,13,13.0,5,2,1,1,1,1,1,0,0,1,2,1,1,1,2,1
13356,3,3.0,3,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0
13357,15,13.0,5,1,3,1,1,1,2,0,1,1,4,0,1,1,4,0
13358,10,10.0,2,1,1,1,1,1,2,0,0,1,2,0,0,1,1,0
13359,5,5.0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
13360,9,9.0,1,1,1,1,1,1,1,0,0,1,2,0,1,1,2,0
13361,56,56.0,6,1,2,1,2,2,3,0,1,1,9,0,2,1,9,0
13363,48,48.0,8,2,2,1,1,0,0,1,0,0,9,2,1,1,2,2
13364,17,15.0,6,2,1,1,1,0,0,1,0,0,4,0,0,0,4,0
13365,27,24.0,2,1,1,1,1,1,1,0,0,1,6,0,1,1,6,0
13366,45,36.0,12,3,2,2,2,1,2,1,1,1,3,0,2,1,3,0
13367,43,43.0,2,1,2,1,1,1,2,0,0,1,8,0,1,1,7,0
13368,52,50.0,2,1,2,1,1,1,2,0,0,1,10,0,1,1,7,0
13369,41,35.0,9,2,2,1,1,3,4,0,1,2,6,1,2,1,6,1
13370,29,29.0,2,1,1,1,1,0,0,1,0,0,7,0,2,1,7,0
13371,63,60.0,9,2,2,1,1,1,2,0,1,1,4,3,3,1,3,2
13372,147,136.0,10,2,3,2,1,2,3,0,0,2,17,9,2,2,16,8
13373,22,17.0,4,2,1,1,1,0,0,1,0,0,4,0,0,1,3,0
13374,70,59.0,9,2,2,1,1,0,0,1,0,0,17,4,0,0,16,4
13376,21,8.0,6,3,1,1,1,1,2,0,1,1,4,0,0,2,4,0
13377,40,30.0,10,1,2,1,2,2,2,0,1,3,2,0,1,1,2,0
13378,6,5.0,3,2,2,1,1,0,0,1,0,0,2,0,0,0,2,0
13379,7,7.0,5,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
13380,27,18.0,10,2,2,2,2,0,0,1,0,0,5,0,2,1,4,0
13381,24,21.0,3,2,2,1,1,1,2,0,0,2,5,0,1,2,4,0
13382,14,12.0,4,1,2,1,1,1,2,0,2,1,4,0,0,1,4,0
13383,286,251.0,26,2,2,3,3,6,8,0,6,9,25,9,2,3,23,9
13384,16,12.0,5,1,1,1,1,1,2,0,1,1,3,0,0,1,3,0
13385,9,9.0,2,1,2,1,1,1,2,0,0,1,5,0,0,1,5,0
13386,22,15.0,3,2,1,1,1,1,2,0,0,1,1,0,1,1,1,0
13387,25,21.0,10,2,1,1,1,0,0,1,0,0,6,0,0,2,4,0
13388,74,64.0,6,2,1,1,1,1,2,0,1,1,11,0,4,1,7,0
13389,19,19.0,6,1,1,1,1,1,2,0,1,1,1,0,0,1,1,0
13390,11,11.0,1,1,1,1,1,1,1,0,0,1,2,0,1,1,2,0
13392,7,7.0,5,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
13393,28,24.0,6,1,2,1,2,2,3,0,1,3,7,0,2,1,7,0
13394,6,6.0,4,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
13396,20,17.0,3,2,2,1,1,0,0,1,0,0,6,0,0,0,5,0
13397,28,28.0,5,1,2,1,1,0,0,1,0,0,9,0,3,2,7,0
13398,45,45.0,6,2,1,1,1,1,2,0,0,1,6,1,3,1,5,1
13399,76,75.0,6,2,2,1,1,1,3,0,1,1,8,1,2,2,4,1
13400,8,8.0,2,1,1,1,1,1,2,0,1,0,1,0,0,2,1,0
13401,12,12.0,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
13402,19,18.0,3,1,2,1,1,1,1,0,0,2,4,0,2,1,4,0
13404,151,149.0,14,2,2,1,1,1,2,0,0,1,9,7,2,1,7,6
13406,17,16.0,7,2,2,1,1,0,0,1,0,0,5,1,0,0,5,1
13407,24,23.0,2,1,1,1,1,1,2,0,0,1,4,0,1,1,4,0
13408,40,38.0,10,2,1,1,1,1,2,0,1,2,6,1,0,1,6,1
13409,91,80.0,7,2,2,1,1,0,0,1,0,0,13,0,1,1,12,0
13410,7,6.0,3,2,1,1,1,0,0,1,0,0,2,0,0,0,2,0
13411,35,35.0,3,1,1,1,1,1,2,0,1,1,5,0,0,3,4,0
13413,6,6.0,3,1,1,1,1,1,1,0,1,1,2,0,2,1,2,0
13414,5,5.0,2,1,1,1,1,1,2,0,1,1,2,0,1,1,2,0
13415,6,6.0,4,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
13416,14,13.0,3,2,1,1,1,1,1,0,0,1,1,0,0,1,1,0
13417,28,24.0,9,3,1,3,2,3,3,0,1,3,5,1,2,1,5,1
13418,12,10.0,4,3,1,1,1,0,0,1,0,0,3,0,0,0,2,0
13419,94,76.0,8,3,2,1,1,1,2,0,1,1,11,3,1,1,9,3
13421,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13422,22,12.0,4,2,1,1,1,1,1,1,0,2,3,0,0,1,3,0
13423,406,354.0,18,2,2,2,1,0,0,1,0,0,16,2,2,1,9,2
13424,62,60.0,10,2,2,1,1,2,2,0,0,1,9,4,1,2,9,4
13425,16,16.0,4,1,2,1,1,0,0,1,0,0,4,0,1,1,2,0
13426,422,417.0,5,3,2,1,1,1,2,0,1,1,16,0,2,1,11,0
13427,17,17.0,2,1,2,1,1,1,2,0,0,1,5,0,3,1,4,0
13428,47,40.0,9,3,2,1,1,1,2,0,1,1,9,0,2,3,8,0
13429,106,101.0,19,2,1,1,2,0,0,1,0,0,15,7,3,2,10,5
13430,31,29.0,4,3,1,1,1,1,2,0,0,1,4,1,1,1,4,1
13431,30,30.0,7,2,2,1,1,1,3,0,1,1,4,2,0,1,4,2
13432,13,12.0,10,3,3,3,2,1,0,1,1,2,1,0,1,2,1,0
13433,8,8.0,2,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
13435,4,4.0,2,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
13437,41,40.0,9,2,1,1,1,0,0,1,0,0,7,2,2,1,4,2
13438,12,11.0,10,1,1,1,1,1,1,0,1,2,1,0,0,1,1,0
13440,32,32.0,8,2,1,1,2,0,0,1,0,0,6,3,0,0,6,3
13441,55,55.0,2,1,2,1,1,1,4,0,0,1,11,0,1,1,5,0
13442,17,14.0,4,2,1,1,1,1,1,1,0,2,4,0,2,1,4,0
13443,16,16.0,1,1,2,1,1,1,2,0,0,1,4,0,2,2,3,0
13444,191,183.0,11,2,3,1,1,1,2,0,1,2,14,12,2,2,8,7
13445,55,55.0,5,2,2,1,1,1,2,0,1,1,8,1,1,1,8,1
13446,25,20.0,8,2,1,1,1,1,1,0,1,1,7,0,1,1,2,0
13447,7,7.0,1,1,2,1,1,0,0,1,0,0,3,0,1,1,3,0
13448,46,44.0,7,2,2,1,1,1,3,0,0,1,5,1,1,1,5,1
13449,14,13.0,3,2,2,1,1,0,0,1,0,0,4,0,0,0,4,0
13450,188,180.0,13,2,2,1,1,1,2,0,0,1,16,7,3,1,15,7
13451,47,47.0,6,2,1,2,1,1,3,0,0,1,4,3,1,3,3,2
13452,42,38.0,5,3,2,1,1,1,2,0,0,1,6,1,2,1,4,1
13453,7,5.0,5,1,1,2,2,2,2,0,1,3,2,0,1,1,2,0
13454,71,59.0,4,3,2,1,1,1,2,0,1,2,8,0,3,1,8,0
13455,11,11.0,2,1,1,1,1,1,2,0,0,1,3,0,1,1,3,0
13456,27,25.0,8,1,1,1,1,1,1,0,1,2,3,0,1,0,3,0
13457,11,11.0,3,1,1,1,1,1,1,0,1,2,3,0,1,1,3,0
13458,16,16.0,10,1,1,1,1,0,0,1,0,0,4,0,0,1,4,0
13459,21,20.0,10,2,1,1,1,0,0,1,0,0,3,0,0,1,3,0
13460,26,26.0,5,2,2,1,1,1,1,0,0,1,3,1,1,1,3,1
13461,25,17.0,9,2,1,1,1,1,1,0,1,1,3,1,0,2,3,1
13462,8,8.0,7,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
13464,24,24.0,2,1,2,1,1,1,1,0,0,1,6,0,1,1,6,0
13465,61,58.0,7,2,2,1,1,1,2,0,1,1,8,1,1,1,7,1
13466,30,29.0,4,2,1,1,1,1,2,0,0,1,8,1,1,1,5,1
13467,59,59.0,7,2,2,1,1,1,4,0,0,1,5,1,1,1,3,1
13468,5,5.0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
13469,21,21.0,2,1,2,1,1,0,0,1,0,0,4,0,1,0,4,0
13470,61,33.0,3,2,2,2,0,1,1,0,0,1,3,0,0,0,3,0
13471,12,7.0,4,2,1,1,1,1,1,1,1,1,3,0,0,1,3,0
13472,42,40.0,3,3,2,1,1,0,0,1,0,0,15,1,3,2,12,1
13473,186,111.0,3,2,2,2,0,1,1,0,0,1,5,0,0,0,5,0
13474,60,58.0,15,3,2,1,1,1,2,0,1,2,11,2,2,1,7,2
13475,5,5.0,5,1,1,1,1,1,3,0,1,1,2,0,0,1,2,0
13476,56,31.0,3,2,2,2,0,1,1,0,0,1,3,0,0,0,3,0
13477,4,4.0,3,1,2,1,1,1,1,0,1,1,1,0,1,1,1,0
13480,14,14.0,2,1,1,1,1,1,2,0,1,1,3,0,2,1,3,0
13481,3,3.0,3,1,1,1,1,2,2,0,1,1,2,0,0,1,2,0
13482,16,16.0,4,1,2,1,1,1,2,0,1,1,3,0,2,1,3,0
13483,7,7.0,6,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0
13484,14,13.0,2,1,3,2,1,0,0,1,0,0,4,0,0,1,4,0
13485,19,19.0,2,1,2,1,1,1,2,0,0,1,5,0,1,0,5,0
13488,14,14.0,2,1,2,1,1,0,0,1,0,0,5,0,1,0,5,0
13489,37,37.0,3,1,2,1,1,1,2,0,1,1,6,0,1,1,6,0
13490,35,35.0,12,2,2,1,1,0,0,1,0,0,12,2,1,1,9,2
13491,27,26.0,11,2,1,1,1,1,1,0,1,1,2,1,1,1,2,1
13492,37,35.0,6,2,2,1,1,1,2,0,0,1,2,1,2,1,2,1
13493,43,39.0,9,2,1,1,1,1,1,0,2,3,5,0,1,1,5,0
13494,18,18.0,2,1,1,1,1,1,2,0,0,1,3,0,2,1,1,0
13495,28,27.0,10,1,2,2,2,2,4,0,1,2,4,0,2,1,4,0
13496,9,8.0,2,2,2,1,1,0,0,1,0,0,4,0,0,1,4,0
13497,13,13.0,5,1,1,1,1,1,2,0,1,1,2,0,0,1,2,0
13498,16,16.0,5,2,2,1,1,0,0,1,0,0,4,1,3,0,3,1
13499,10,10.0,9,1,2,1,1,1,1,0,1,1,1,0,1,1,1,0
13501,12,12.0,6,1,1,1,1,1,3,0,1,1,1,0,1,1,1,0
13503,6,3.0,3,2,2,2,0,1,0,0,0,2,2,0,0,0,2,0
13504,12,12.0,2,1,2,1,1,1,2,0,0,1,3,0,2,1,2,0
13505,7,4.0,3,3,1,1,1,0,0,1,0,0,1,0,0,0,1,0
13506,77,68.0,3,2,1,1,1,1,2,0,0,1,14,0,3,0,13,0
13507,112,90.0,18,5,3,3,2,1,1,1,1,2,19,5,4,1,11,4
13508,12,12.0,2,1,2,1,1,1,1,0,0,1,3,0,0,1,3,0
13509,9,9.0,2,1,1,1,1,1,2,0,0,1,2,0,1,1,2,0
13513,23,23.0,6,2,2,1,1,1,2,0,0,1,4,1,2,0,3,1
13514,17,14.0,3,2,2,1,1,1,2,0,0,2,5,0,2,1,4,0
13515,4,2.0,1,2,2,2,2,1,1,1,0,1,2,0,0,1,2,0
13516,6,6.0,3,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
13517,4,4.0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
13518,20,20.0,4,2,2,1,1,1,2,0,0,1,6,1,1,0,6,1
13520,44,43.0,6,2,2,1,1,1,2,0,1,1,12,0,3,1,10,0
13521,20,16.0,8,3,1,1,1,0,0,1,0,0,3,0,0,0,2,0
13522,7,7.0,1,1,1,1,1,1,2,0,0,1,3,0,2,1,3,0
13523,5,5.0,4,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
13524,64,62.0,8,2,2,1,1,1,2,1,1,1,12,1,2,2,12,1
13525,24,13.0,3,2,1,1,1,0,0,1,0,0,4,0,0,0,4,0
13526,5,5.0,2,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
13527,23,23.0,2,1,2,1,1,0,0,1,0,0,6,0,0,0,6,0
13530,10,9.0,8,1,1,1,1,1,1,0,1,2,1,0,1,1,1,0
13531,15,9.0,5,1,1,1,1,1,1,0,1,2,1,0,0,1,1,0
13532,49,43.0,4,3,2,1,1,1,2,0,1,1,7,0,3,1,7,0
13533,102,95.0,6,2,2,1,2,0,0,1,0,0,21,0,4,2,18,0
13534,19,15.0,4,1,2,1,1,1,2,0,1,1,3,0,1,1,3,0
13536,99,96.0,3,2,1,1,1,1,2,0,0,1,13,0,2,2,10,0
13537,11,10.0,2,2,1,1,1,0,0,1,0,0,4,0,1,0,3,0
13538,15,14.0,6,2,1,1,2,0,0,1,0,0,2,2,2,0,2,2
13539,28,22.0,15,2,1,1,1,1,1,0,1,2,1,0,0,1,1,0
13540,31,21.0,3,2,1,1,1,0,0,1,0,0,6,0,0,1,6,0
13541,48,44.0,9,2,2,1,1,1,2,0,2,2,10,1,3,1,10,1
13542,10,10.0,2,1,1,1,1,1,2,0,0,1,2,0,0,1,2,0
13543,8,8.0,3,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
13545,12,12.0,2,1,2,1,1,0,0,1,0,0,4,0,0,1,4,0
13546,18,12.0,3,2,1,1,1,1,1,0,0,1,1,0,0,1,1,0
13547,56,51.0,15,2,1,1,1,1,2,0,1,2,4,0,2,0,4,0
13548,9,8.0,7,2,1,1,1,2,3,0,1,2,3,1,1,1,3,1
13549,16,16.0,4,1,1,1,1,1,1,0,1,1,3,0,2,1,3,0
13550,77,77.0,2,1,2,1,1,1,2,0,0,1,17,0,1,1,15,0
13552,34,32.0,3,2,3,1,1,1,2,0,0,1,4,1,0,1,4,1
13553,10,9.0,4,2,2,1,1,1,1,0,1,1,2,0,1,1,2,0
13554,25,24.0,5,2,1,1,1,1,2,0,0,1,5,1,2,1,4,1
13555,6,6.0,2,1,1,1,1,1,1,0,0,2,1,0,0,1,1,0
13556,5,5.0,2,1,1,1,2,0,0,1,0,0,2,0,0,0,2,0
13557,13,8.0,4,1,2,1,2,0,0,1,0,0,4,0,1,1,4,0
13558,71,63.0,12,2,2,1,1,1,2,0,1,2,8,1,1,1,8,1
13559,58,53.0,4,2,2,1,1,1,2,0,1,1,10,0,3,2,7,0
13560,8,5.0,3,2,1,1,1,1,2,0,0,1,1,0,0,1,1,0
13561,5,5.0,1,1,2,1,1,1,2,0,0,1,2,0,1,1,2,0
13562,10,9.0,3,2,2,1,1,0,0,1,0,1,3,0,1,0,3,0
13563,32,32.0,2,1,2,1,1,1,0,0,0,1,6,0,1,1,4,0
13564,9,8.0,2,3,2,1,2,0,0,1,0,0,3,0,2,0,3,0
13565,1,1.0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
13566,26,26.0,2,1,2,1,1,0,0,1,0,0,8,0,1,0,8,0
13567,31,25.0,13,2,2,1,1,1,1,0,1,2,3,2,2,1,3,2
13568,9,9.0,8,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
13569,15,14.0,4,2,2,1,2,0,0,1,0,0,4,0,0,0,4,0
13570,60,31.0,9,2,1,1,1,3,0,0,2,2,4,1,1,1,3,1
13571,11,10.0,3,2,1,1,1,1,2,0,0,1,1,0,0,1,1,0
13572,157,153.0,13,2,2,1,1,0,0,1,0,0,22,8,3,1,17,7
13573,242,239.0,19,2,2,1,1,1,2,0,1,1,19,10,2,2,18,9
13574,3,3.0,2,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
13575,22,17.0,12,2,1,1,1,1,1,0,1,1,4,0,1,1,3,0
13577,185,113.0,3,2,2,2,0,1,1,0,0,1,5,0,0,0,5,0
13578,16,16.0,2,1,1,1,1,0,0,1,0,0,6,0,1,2,5,0
13579,21,17.0,12,3,1,2,2,2,2,0,1,2,3,0,0,1,3,0
13580,51,51.0,2,1,2,1,1,1,2,0,0,1,5,0,1,1,5,0
13581,20,20.0,2,1,2,2,1,0,0,1,0,0,5,0,2,0,5,0
13582,11,8.0,5,2,1,2,2,2,2,0,1,3,2,0,0,1,1,0
13584,13,12.0,3,2,1,1,1,1,1,0,0,1,2,0,1,1,2,0
13585,12,8.0,5,2,1,1,1,1,1,0,1,1,2,0,1,1,2,0
13586,9,6.0,6,1,1,1,1,1,1,0,1,2,1,0,0,1,1,0
13587,135,127.0,14,2,2,1,1,1,2,0,1,1,13,6,4,2,10,4
13589,27,24.0,3,3,1,1,1,1,1,0,0,1,6,0,2,1,6,0
13590,5,4.0,3,2,1,1,1,0,0,1,0,0,1,0,1,0,1,0
13591,19,11.0,9,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0
13592,27,23.0,5,3,2,1,1,1,2,0,1,1,5,0,0,1,4,0
13594,29,24.0,5,2,2,1,1,0,0,1,0,0,7,0,0,0,5,0
13595,9,8.0,4,3,1,1,1,1,1,0,1,1,2,0,0,1,2,0
13596,16,16.0,2,1,2,1,1,1,2,0,0,1,3,0,0,1,3,0
13597,14,14.0,1,1,2,1,1,0,0,1,0,0,4,0,1,1,4,0
13598,6,6.0,1,1,2,1,1,1,2,0,0,1,2,0,1,1,2,0
13599,19,17.0,10,1,1,1,2,2,3,0,2,4,2,0,1,1,2,0
13600,3,2.0,2,1,1,1,1,1,1,0,1,2,1,0,1,1,1,0
13601,73,67.0,9,2,3,2,2,2,5,0,1,2,13,1,4,1,11,1
13602,68,68.0,6,2,2,1,1,1,2,0,0,2,7,5,2,2,7,5
13603,10,10.0,4,1,1,1,1,0,0,1,0,0,4,0,1,1,4,0
13605,11,11.0,1,1,1,1,1,0,0,1,0,0,5,0,1,2,3,0
13606,6,6.0,5,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
13607,55,55.0,5,2,2,1,1,1,2,0,0,1,4,3,3,1,4,3
13608,6,3.0,4,2,1,1,1,1,1,0,1,1,1,0,0,1,1,0
13609,45,37.0,21,2,2,2,2,2,4,0,1,1,2,2,4,2,2,2
13610,51,50.0,3,3,1,1,1,1,2,0,1,1,9,0,0,3,9,0
13611,27,27.0,2,1,2,1,1,1,2,0,0,1,4,0,2,1,4,0
13612,31,30.0,2,3,2,1,1,0,0,1,0,0,8,0,1,1,8,0
13614,13,13.0,4,1,1,1,1,0,0,1,0,0,2,0,0,0,2,0
13615,9,9.0,2,1,1,1,1,1,1,0,0,1,2,0,0,1,2,0
13616,64,62.0,8,1,2,1,1,1,2,0,1,1,7,0,3,1,6,0
13617,31,30.0,2,3,2,1,1,0,0,1,0,0,10,0,1,1,10,0
13618,250,210.0,10,2,1,1,1,1,2,0,2,1,25,1,3,3,25,1
13619,2,2.0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
13620,34,32.0,3,2,3,1,1,1,2,0,0,1,4,0,0,2,2,0
13621,13,10.0,7,1,2,1,1,1,1,0,1,1,2,0,2,1,2,0
13622,1,1.0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
13623,73,73.0,10,3,2,1,1,1,2,0,1,1,8,3,1,3,7,3
13625,5,5.0,5,1,2,2,1,1,0,0,1,2,1,0,1,1,1,0
13626,9,9.0,2,1,1,1,1,1,2,0,0,1,2,0,1,1,2,0
13627,6,6.0,3,1,1,1,1,1,1,0,1,1,2,0,0,1,2,0
13628,11,11.0,2,1,2,1,1,1,1,0,0,1,2,0,1,1,1,0
13629,11,11.0,2,1,2,1,1,1,2,0,0,1,4,0,1,1,4,0
13630,3,3.0,2,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
13631,22,22.0,7,1,1,2,2,2,3,0,2,2,5,0,1,1,5,0
13632,11,7.0,4,1,2,1,1,0,0,1,0,0,3,0,2,1,3,0
13633,72,68.0,14,2,1,1,1,1,2,0,1,1,8,6,0,1,8,6
13634,11,8.0,6,2,1,1,1,0,0,1,0,0,2,0,0,0,2,0
13635,13,13.0,6,1,1,1,1,1,2,0,1,1,1,0,0,1,1,0
13637,25,25.0,6,2,2,1,1,1,2,0,0,1,5,1,1,1,5,1
13638,30,30.0,7,2,2,1,1,1,2,0,0,1,2,1,2,1,2,1
13639,9,9.0,7,1,1,1,1,1,1,0,1,1,2,0,1,1,2,0
13642,55,46.0,12,2,2,1,1,1,2,0,1,1,6,0,2,2,6,0
13643,9,8.0,7,1,1,1,1,1,1,0,1,2,1,0,0,1,1,0
13644,15,15.0,6,2,2,2,2,0,0,1,0,0,3,1,1,1,3,1
13645,90,89.0,12,2,2,1,1,1,2,0,1,1,13,1,3,3,13,1
13646,51,40.0,9,3,3,3,2,1,2,1,1,2,11,1,3,1,10,1
13647,10,9.0,5,3,1,2,1,1,1,0,2,2,1,0,1,2,1,0
13648,17,17.0,2,1,1,1,1,0,0,1,0,0,4,0,0,1,3,0
13649,20,19.0,11,3,1,1,1,0,0,1,0,0,4,1,3,1,3,1
13651,26,22.0,4,2,2,2,2,0,0,1,0,0,10,0,3,3,10,0
13655,11,11.0,2,1,2,1,1,0,0,1,0,0,3,0,0,1,3,0
13656,6,3.0,3,2,1,1,1,0,0,1,0,0,1,0,0,0,1,0
13657,26,22.0,4,1,1,1,1,0,0,1,0,0,4,0,2,3,4,0
13658,30,30.0,2,1,2,1,1,1,2,0,0,1,5,0,4,3,5,0
13661,9,9.0,2,1,2,1,2,0,0,1,0,0,3,0,1,1,3,0
13662,18,13.0,5,2,2,2,2,2,2,0,0,3,3,0,0,1,3,0
13663,30,27.0,10,2,2,2,2,1,2,1,1,1,8,0,2,2,7,0
13664,4,4.0,2,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
13665,135,135.0,2,1,2,1,1,1,2,0,0,1,17,0,3,1,8,0
13666,14,14.0,2,1,2,1,1,1,2,0,1,1,7,0,3,1,4,0
13667,30,24.0,3,2,2,1,2,0,0,1,0,0,7,0,1,2,7,0
13668,21,18.0,15,2,1,1,1,1,1,0,1,1,1,0,0,1,1,0
13669,77,67.0,9,2,2,1,1,0,0,1,0,0,16,5,0,0,15,5
13670,32,26.0,10,2,2,1,1,1,2,0,1,1,3,0,1,1,3,0
13671,76,73.0,13,2,2,1,1,1,2,0,1,1,8,2,2,1,8,2
13672,14,14.0,2,1,2,1,1,1,2,0,0,1,3,0,2,1,2,0
13673,29,27.0,2,1,2,1,1,1,2,0,0,1,6,0,1,2,6,0
13674,152,139.0,16,2,2,1,1,0,0,1,0,0,17,10,1,3,17,10
13675,174,171.0,17,2,2,1,1,1,2,0,1,1,19,10,1,1,19,10
13676,37,35.0,4,1,2,1,1,1,2,0,1,1,10,0,2,1,10,0
13677,5,4.0,2,2,1,1,1,1,1,0,0,1,1,0,0,1,1,0
13678,24,24.0,1,1,2,1,1,1,2,0,0,1,7,0,2,3,7,0
13679,4,3.0,2,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
13680,72,68.0,9,2,2,1,1,1,2,0,1,1,10,5,4,1,10,5
13681,39,37.0,8,2,2,1,1,1,2,0,1,1,8,1,0,2,8,1
13682,60,60.0,3,2,2,1,2,2,3,0,0,1,10,1,4,1,5,1
13684,11,10.0,3,2,1,1,1,0,0,1,0,0,2,0,1,0,2,0
13686,15,15.0,4,1,1,1,1,1,2,0,1,2,3,0,2,2,3,0
13687,9,6.0,3,2,1,1,1,0,0,1,0,0,1,0,0,0,1,0
13688,21,21.0,2,1,2,1,1,1,1,0,0,1,6,0,0,2,6,0
13689,12,9.0,2,1,2,1,1,1,2,0,0,1,4,0,1,1,3,0
13690,10,10.0,2,1,1,1,1,0,0,1,0,0,3,0,0,0,3,0
13691,24,24.0,1,1,1,1,1,1,2,0,0,1,7,0,1,1,7,0
13692,46,42.0,9,2,1,1,1,1,2,0,0,1,7,2,2,2,7,2
13693,4,4.0,2,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0
13694,3,3.0,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
13695,5,5.0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0
13696,27,24.0,8,2,2,1,1,0,0,1,0,0,6,1,0,1,4,1
13697,13,13.0,2,1,1,1,1,1,3,0,0,1,5,0,1,1,5,0
13698,22,18.0,3,2,1,1,1,1,1,0,0,1,2,0,1,1,2,0
13699,12,6.0,5,2,1,1,1,1,1,0,1,1,3,0,0,1,3,0
13700,11,10.0,3,2,1,1,1,1,1,0,0,1,2,0,1,1,2,0
13702,179,109.0,3,2,2,2,0,1,1,0,0,1,5,0,0,0,5,0
13703,91,90.0,7,2,2,1,1,1,2,0,0,1,10,2,3,1,7,1
13704,5,5.0,5,1,2,2,2,2,1,0,2,3,2,0,2,2,2,0
13707,99,96.0,7,2,1,1,1,1,2,0,0,1,6,7,1,2,6,7
13708,1,1.0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0
13709,74,74.0,3,2,2,1,1,1,2,0,0,1,12,1,2,4,11,1
13710,11,11.0,6,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0
13711,7,5.0,6,2,1,1,1,0,0,1,0,0,1,0,1,1,1,0
13712,15,14.0,11,1,1,1,1,1,1,0,1,2,1,0,0,1,1,0
13713,304,301.0,7,1,1,1,1,1,2,0,1,1,8,0,0,1,8,0
