UID,Tag,day_x,mode,os,version,device1_x,device2_x,device_code1_x,device_code2_x,device_code3_x,mac1_x,mac2,ip1_x,ip2,wifi,geo_code_x,ip1_sub_x,ip2_sub,success,day_y,channel,amt_src1,merchant,code1,code2,trans_type1,acc_id1,device_code1_y,device_code2_y,device_code3_y,device1_y,device2_y,mac1_y,ip1_y,amt_src2,acc_id2,acc_id3,geo_code_y,trans_type2,market_code,market_type,ip1_sub_y,trans_amt,bal
12158,0,32.0,15.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,26.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,99389.0,200.0
12159,0,22.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,3.0,0.0,16.0,5.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,23603.0,500.0
12160,0,,,,,,,,,,,,,,,,,,,3.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,4648.0,300.0
12161,0,15.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,8.0,3.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,5736.0,300.0
12162,0,10.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,10.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,10827.0,500.0
12163,0,,,,,,,,,,,,,,,,,,,5.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,9196.0,500.0
12164,0,28.0,7.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,5.0,1.0,1.0,2.0,4.0,1.0,23.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5736.0,300.0
12165,0,70.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,11.0,0.0,2.0,1.0,9.0,0.0,70.0,33.0,2.0,6.0,6.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,13.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,10.0,167797.0,240016.0
12166,0,56.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,2.0,5.0,0.0,55.0,7.0,2.0,5.0,4.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,33832.0,2419.0
12167,0,,,,,,,,,,,,,,,,,,,4.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1484.0,400.0
12168,0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13764.0,100.0
12169,0,71.0,7.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,2.0,3.0,1.0,6.0,2.0,69.0,6.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,89730.0,600.0
12170,0,16.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,15.0,5.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,11372.0,500.0
12171,1,61.0,12.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,4.0,0.0,0.0,11.0,3.0,59.0,6.0,2.0,4.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,14807.0,82147.0
12172,0,191.0,19.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,30.0,13.0,8.0,1.0,23.0,12.0,171.0,35.0,2.0,7.0,10.0,3.0,0.0,5.0,10.0,1.0,0.0,1.0,2.0,2.0,1.0,10.0,8.0,3.0,2.0,1.0,3.0,6.0,2.0,8.0,441969.0,10861.0
12173,0,172.0,17.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,19.0,3.0,2.0,2.0,18.0,3.0,158.0,39.0,2.0,5.0,9.0,1.0,1.0,7.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,7.0,1.0,5.0,2.0,4.0,1.0,1.0,14.0,32427639.0,1569186.0
12174,1,18.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,16.0,10.0,1.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,25146.0,70930.0
12175,0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,20.0,2.0,5.0,3.0,3.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,251084.0,80146.0
12176,0,31.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,5.0,0.0,31.0,62.0,2.0,5.0,3.0,0.0,0.0,3.0,10.0,11.0,8.0,0.0,5.0,8.0,10.0,19.0,3.0,9.0,32.0,1.0,2.0,3.0,1.0,18.0,333009.0,6200.0
12177,0,12.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,12.0,8.0,2.0,7.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,17908.0,800.0
12178,0,61.0,5.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,6.0,0.0,61.0,95.0,2.0,4.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,16.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,14.0,2044783.0,9500.0
12179,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,26932.0,100.0
12180,0,22.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,18.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,13890.0,300.0
12181,0,56.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,10.0,0.0,1.0,1.0,8.0,0.0,45.0,8.0,2.0,4.0,3.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,1579656.0,32210.0
12182,0,94.0,7.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.0,0.0,1.0,0.0,17.0,0.0,91.0,19.0,2.0,6.0,4.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,4.0,1.0,6.0,0.0,2.0,1.0,1.0,12.0,614595.0,489389.0
12183,0,30.0,5.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,1.0,4.0,1.0,30.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,42912.0,400.0
12184,0,,,,,,,,,,,,,,,,,,,4.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,9913.0,400.0
12185,0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2818.0,100.0
12186,0,121.0,7.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,21.0,2.0,3.0,6.0,19.0,2.0,116.0,18.0,2.0,4.0,7.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,6.0,153591.0,81402049.0
12187,0,15.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,3.0,0.0,15.0,7.0,2.0,4.0,3.0,0.0,0.0,4.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,52385.0,33319.0
12188,0,17.0,4.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,0.0,5.0,2.0,13.0,9.0,2.0,5.0,3.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,32736.0,900.0
12189,0,13.0,5.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,11.0,5.0,2.0,4.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,318074.0,500.0
12190,0,28.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,0.0,1.0,1.0,5.0,0.0,24.0,41.0,2.0,5.0,8.0,5.0,0.0,5.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,6.0,1.0,2.0,1.0,3.0,4.0,2.0,9.0,10070660.0,9148671.0
12191,0,5.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6352.0,100.0
12192,0,43.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,9.0,0.0,1.0,1.0,9.0,0.0,33.0,18.0,2.0,6.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0,11734614.0,87332.0
12193,0,66.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,16.0,0.0,1.0,1.0,15.0,0.0,64.0,21.0,2.0,5.0,5.0,0.0,0.0,7.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,13.0,4.0,3.0,6.0,2.0,2.0,2.0,1.0,13.0,538028.0,1488445.0
12194,0,15.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,3.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1657.0,300.0
12195,0,28.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,5.0,0.0,26.0,18.0,2.0,6.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,2.0,4.0,1.0,4.0,43345.0,12584.0
12196,0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13528.0,100.0
12197,0,42.0,7.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,1.0,1.0,6.0,1.0,39.0,32.0,2.0,7.0,11.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,276557.0,19493.0
12198,1,73.0,8.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,3.0,0.0,1.0,7.0,3.0,73.0,27.0,2.0,5.0,3.0,3.0,0.0,4.0,10.0,0.0,0.0,8.0,1.0,6.0,0.0,7.0,5.0,8.0,8.0,2.0,2.0,2.0,1.0,5.0,125219.0,5520.0
12199,0,28.0,6.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,27.0,8.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,78770.0,184213.0
12200,0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,81648.0,100.0
12201,0,12.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,12.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,7411.0,400.0
12202,0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1459.0,100.0
12203,0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,12.0,2.0,4.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,1.0,2.0,0.0,6.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,5.0,13591.0,1200.0
12204,0,39.0,8.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,11.0,1.0,5.0,2.0,10.0,1.0,31.0,8.0,1.0,2.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,65927.0,800.0
12205,0,21.0,11.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,0.0,2.0,2.0,3.0,0.0,16.0,6.0,2.0,3.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,22872.0,600.0
12206,0,29.0,7.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,7.0,1.0,1.0,2.0,7.0,1.0,29.0,6.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,11343.0,12094.0
12207,0,,,,,,,,,,,,,,,,,,,6.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,16908.0,600.0
12208,0,17.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,3.0,0.0,14.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,27382.0,200.0
12209,1,182.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,0.0,111.0,73.0,2.0,3.0,23.0,32.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,7712.0,76356.0
12210,0,17.0,14.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,13.0,3.0,2.0,3.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,161221.0,300.0
12211,0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,7.0,3.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,8997.0,300.0
12212,0,46.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,7.0,2.0,1.0,1.0,7.0,2.0,46.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2063020.0,300.0
12213,0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,11814.0,400.0
12214,1,18.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,6.0,0.0,17.0,11.0,1.0,2.0,2.0,3.0,0.0,3.0,7.0,0.0,0.0,5.0,2.0,4.0,0.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,4.0,34163.0,16946.0
12215,0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2818.0,100.0
12216,0,7.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,7.0,13.0,2.0,3.0,2.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,39930.0,1300.0
12217,0,81.0,15.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,2.0,1.0,6.0,2.0,72.0,57.0,3.0,9.0,7.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,1.0,2.0,0.0,8.0,5.0,2.0,6.0,1.0,2.0,3.0,1.0,7.0,2789184.0,120766777.0
12218,0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2818.0,100.0
12219,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5636.0,200.0
12220,0,41.0,10.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0,0.0,0.0,7.0,3.0,41.0,7.0,2.0,4.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,4.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0,4.0,17271.0,15623.0
12221,0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,8.0,7.0,2.0,5.0,2.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,45619.0,700.0
12222,0,24.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,0.0,0.0,4.0,3.0,0.0,24.0,35.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23807.0,3500.0
12223,0,59.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,9.0,0.0,2.0,1.0,7.0,0.0,53.0,9.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,14215.0,900.0
12224,0,85.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,12.0,0.0,1.0,3.0,12.0,0.0,83.0,27.0,3.0,6.0,6.0,0.0,0.0,7.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,11.0,4.0,2.0,5.0,1.0,2.0,1.0,1.0,11.0,36606798.0,317302.0
12225,1,19.0,9.0,3.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,7.0,1.0,1.0,1.0,7.0,1.0,16.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,10701.0,100.0
12226,0,,,,,,,,,,,,,,,,,,,4.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,103149.0,400.0
12227,0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,13691.0,371.0
12228,0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,7792.0,100.0
12229,0,,,,,,,,,,,,,,,,,,,4.0,2.0,3.0,3.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5836.0,416.0
12230,0,7.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,3.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,8454.0,300.0
12231,0,32.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,4.0,1.0,28.0,6.0,2.0,6.0,4.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,27083.0,7716.0
12232,0,165.0,12.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,14.0,10.0,3.0,2.0,10.0,8.0,163.0,16.0,3.0,7.0,8.0,1.0,0.0,7.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,5.0,3135130.0,1600.0
12233,0,57.0,9.0,1.0,1.0,2.0,2.0,2.0,4.0,0.0,2.0,3.0,5.0,0.0,1.0,2.0,5.0,0.0,48.0,9.0,2.0,3.0,2.0,0.0,0.0,2.0,3.0,4.0,5.0,0.0,2.0,4.0,2.0,6.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,6.0,14490.0,900.0
12234,0,31.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,3.0,1.0,5.0,0.0,31.0,10.0,2.0,3.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,521466.0,1000.0
12235,0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,5.0,6.0,2.0,4.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,39740.0,600.0
12236,0,11.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,9.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4277.0,200.0
12237,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,31587.0,600.0
12238,0,15.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,15.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,3.0,17151.0,300.0
