UID,days_sum,days_sub,days_rate,o_t_days
11757,24.0,14.0,3.8,2.0
11758,43.0,11.0,1.6875,6.0
11759,,,,
11760,13.0,7.0,3.3333333333333335,2.0
11761,21.0,17.0,9.5,0.0
11762,2.0,0.0,1.0,1.0
11763,13.0,3.0,1.6,3.0
11764,,,,
11765,97.0,5.0,1.108695652173913,8.0
11766,16.0,12.0,7.0,1.0
11767,45.0,1.0,1.0454545454545454,2.0
11768,15.0,3.0,1.5,2.0
11769,55.0,21.0,2.235294117647059,5.0
11770,256.0,108.0,2.4594594594594597,14.0
11771,14.0,4.0,1.8,1.0
11772,26.0,18.0,5.5,3.0
11773,105.0,39.0,2.1818181818181817,7.0
11774,3.0,-1.0,0.5,1.0
11775,61.0,35.0,3.6923076923076925,8.0
11776,42.0,2.0,1.1,2.0
11777,14.0,10.0,6.0,0.0
11778,,,,
11779,19.0,1.0,1.1111111111111112,1.0
11780,,,,
11781,23.0,17.0,6.666666666666667,2.0
11782,15.0,5.0,2.0,1.0
11783,28.0,16.0,3.6666666666666665,2.0
11784,129.0,99.0,7.6,3.0
11785,,,,
11786,18.0,10.0,3.5,1.0
11787,54.0,22.0,2.375,4.0
11788,6.0,2.0,2.0,1.0
11789,,,,
11790,8.0,6.0,7.0,1.0
11791,5.0,1.0,1.5,1.0
11792,5.0,-1.0,0.6666666666666666,1.0
11793,22.0,12.0,3.4,5.0
11794,73.0,47.0,4.615384615384615,5.0
11795,14.0,10.0,6.0,2.0
11796,42.0,24.0,3.6666666666666665,2.0
11797,,,,
11798,48.0,8.0,1.4,3.0
11799,14.0,4.0,1.8,1.0
11800,,,,
11801,27.0,19.0,5.75,1.0
11802,26.0,6.0,1.6,2.0
11803,,,,
11804,15.0,3.0,1.5,1.0
11805,,,,
11806,,,,
11807,50.0,8.0,1.380952380952381,5.0
11808,14.0,12.0,13.0,1.0
11809,11.0,1.0,1.2,1.0
11810,21.0,-13.0,0.23529411764705882,1.0
11811,,,,
11812,14.0,12.0,13.0,1.0
11813,153.0,91.0,3.935483870967742,8.0
11814,40.0,18.0,2.6363636363636362,3.0
11815,,,,
11816,,,,
11817,268.0,118.0,2.5733333333333333,8.0
11818,12.0,10.0,11.0,1.0
11819,6.0,0.0,1.0,1.0
11820,29.0,-1.0,0.9333333333333333,2.0
11821,38.0,14.0,2.1666666666666665,5.0
11822,14.0,8.0,3.6666666666666665,1.0
11823,33.0,1.0,1.0625,3.0
11824,21.0,-3.0,0.75,0.0
11825,24.0,-8.0,0.5,3.0
11826,66.0,52.0,8.428571428571429,1.0
11827,22.0,4.0,1.4444444444444444,3.0
11828,17.0,5.0,1.8333333333333333,0.0
11829,252.0,236.0,30.5,2.0
11830,183.0,117.0,4.545454545454546,2.0
11831,126.0,94.0,6.875,5.0
11832,35.0,15.0,2.5,4.0
11833,25.0,7.0,1.7777777777777777,1.0
11834,36.0,12.0,2.0,5.0
11835,,,,
11836,111.0,67.0,4.045454545454546,8.0
11837,7.0,1.0,1.3333333333333333,1.0
11838,,,,
11839,21.0,11.0,3.2,1.0
11840,49.0,25.0,3.0833333333333335,4.0
11841,41.0,13.0,1.9285714285714286,4.0
11842,3.0,1.0,2.0,1.0
11843,152.0,104.0,5.333333333333333,10.0
11844,,,,
11845,35.0,5.0,1.3333333333333333,7.0
11846,162.0,94.0,3.764705882352941,7.0
11847,11.0,9.0,10.0,1.0
11848,,,,
11849,18.0,16.0,17.0,0.0
11850,16.0,14.0,15.0,1.0
11851,41.0,23.0,3.5555555555555554,1.0
11852,475.0,85.0,1.435897435897436,25.0
11853,55.0,31.0,3.5833333333333335,5.0
11854,76.0,8.0,1.2352941176470589,6.0
11855,,,,
11856,7.0,-1.0,0.75,0.0
11857,,,,
11858,32.0,0.0,1.0,3.0
11859,59.0,27.0,2.6875,3.0
11860,86.0,54.0,4.375,6.0
11861,135.0,93.0,5.428571428571429,5.0
11862,22.0,4.0,1.4444444444444444,2.0
11863,27.0,5.0,1.4545454545454546,2.0
11864,11.0,9.0,10.0,1.0
11865,,,,
11866,57.0,21.0,2.1666666666666665,4.0
11867,,,,
11868,8.0,2.0,1.6666666666666667,1.0
11869,,,,
11870,31.0,-21.0,0.19230769230769232,1.0
11871,4.0,-2.0,0.3333333333333333,1.0
11872,10.0,2.0,1.5,1.0
11873,34.0,22.0,4.666666666666667,2.0
11874,20.0,14.0,5.666666666666667,1.0
11875,107.0,87.0,9.7,5.0
11876,5.0,-1.0,0.6666666666666666,0.0
11877,,,,
11878,4.0,2.0,3.0,0.0
11879,,,,
11880,3.0,1.0,2.0,1.0
11881,189.0,39.0,1.52,3.0
11882,135.0,91.0,5.136363636363637,7.0
11883,29.0,21.0,6.25,2.0
11884,16.0,14.0,15.0,1.0
11885,12.0,10.0,11.0,1.0
11886,530.0,310.0,3.8181818181818183,8.0
11887,28.0,14.0,3.0,1.0
11888,17.0,3.0,1.4285714285714286,2.0
11889,7.0,5.0,6.0,1.0
11890,13.0,7.0,3.3333333333333335,1.0
11891,45.0,25.0,3.5,3.0
11892,96.0,40.0,2.4285714285714284,10.0
11893,54.0,24.0,2.6,4.0
11894,17.0,7.0,2.4,2.0
11895,49.0,17.0,2.0625,4.0
11896,3.0,-1.0,0.5,0.0
11897,,,,
11898,45.0,25.0,3.5,4.0
11899,65.0,17.0,1.7083333333333333,3.0
11900,164.0,132.0,9.25,6.0
11901,17.0,7.0,2.4,2.0
11902,66.0,40.0,4.076923076923077,3.0
11903,17.0,1.0,1.125,2.0
11904,35.0,17.0,2.888888888888889,6.0
11905,158.0,40.0,1.6779661016949152,7.0
11906,47.0,25.0,3.272727272727273,4.0
11907,121.0,77.0,4.5,7.0
11908,8.0,-2.0,0.6,1.0
11909,5.0,3.0,4.0,1.0
11910,72.0,28.0,2.272727272727273,7.0
11911,31.0,-1.0,0.9375,3.0
11912,107.0,71.0,4.944444444444445,6.0
11913,73.0,49.0,5.083333333333333,6.0
11914,29.0,19.0,4.8,1.0
11915,49.0,15.0,1.8823529411764706,5.0
11916,,,,
11917,35.0,25.0,6.0,1.0
11918,12.0,8.0,5.0,1.0
11919,27.0,17.0,4.4,2.0
11920,15.0,1.0,1.1428571428571428,1.0
11921,19.0,9.0,2.8,1.0
11922,6.0,2.0,2.0,1.0
11923,66.0,32.0,2.8823529411764706,4.0
11924,52.0,22.0,2.466666666666667,2.0
11925,,,,
11926,80.0,42.0,3.210526315789474,4.0
11927,,,,
11928,18.0,12.0,5.0,1.0
11929,34.0,6.0,1.4285714285714286,3.0
11930,159.0,19.0,1.2714285714285714,15.0
11931,43.0,31.0,6.166666666666667,4.0
11932,35.0,11.0,1.9166666666666667,3.0
11933,21.0,11.0,3.2,1.0
11934,,,,
11935,21.0,13.0,4.25,1.0
11936,3.0,-1.0,0.5,0.0
11937,5.0,-1.0,0.6666666666666666,0.0
11938,144.0,-2.0,0.9726027397260274,7.0
11939,9.0,-7.0,0.125,1.0
11940,,,,
11941,7.0,1.0,1.3333333333333333,1.0
11942,41.0,29.0,5.833333333333333,5.0
11943,38.0,36.0,37.0,1.0
11944,25.0,-3.0,0.7857142857142857,3.0
11945,64.0,24.0,2.2,6.0
11946,,,,
11947,24.0,10.0,2.4285714285714284,1.0
11948,30.0,6.0,1.5,2.0
11949,7.0,1.0,1.3333333333333333,1.0
11950,7.0,5.0,6.0,1.0
11951,26.0,18.0,5.5,2.0
11952,45.0,9.0,1.5,3.0
11953,12.0,6.0,3.0,1.0
11954,41.0,33.0,9.25,1.0
11955,74.0,4.0,1.1142857142857143,10.0
11956,12.0,4.0,2.0,2.0
11957,47.0,15.0,1.9375,4.0
11958,21.0,-1.0,0.9090909090909091,1.0
11959,9.0,5.0,3.5,2.0
11960,91.0,25.0,1.7575757575757576,8.0
11961,97.0,75.0,7.818181818181818,4.0
11962,10.0,8.0,9.0,1.0
11963,28.0,24.0,13.0,1.0
11964,17.0,1.0,1.125,2.0
11965,42.0,40.0,41.0,1.0
11966,44.0,40.0,21.0,1.0
11967,9.0,1.0,1.25,1.0
11968,,,,
11969,6.0,2.0,2.0,1.0
11970,26.0,20.0,7.666666666666667,0.0
11971,17.0,9.0,3.25,2.0
11972,19.0,5.0,1.7142857142857142,1.0
11973,11.0,7.0,4.5,1.0
11974,17.0,9.0,3.25,1.0
11975,263.0,115.0,2.554054054054054,12.0
11976,47.0,-5.0,0.8076923076923077,4.0
11977,16.0,4.0,1.6666666666666667,1.0
11978,,,,
11979,25.0,13.0,3.1666666666666665,2.0
11980,84.0,30.0,2.111111111111111,3.0
11981,68.0,26.0,2.238095238095238,5.0
11982,,,,
11983,,,,
11984,40.0,14.0,2.076923076923077,6.0
11985,,,,
11986,19.0,-1.0,0.9,2.0
11987,259.0,113.0,2.547945205479452,13.0
11988,273.0,121.0,2.5921052631578947,11.0
11989,51.0,23.0,2.642857142857143,3.0
11990,19.0,13.0,5.333333333333333,1.0
11991,36.0,20.0,3.5,1.0
11992,187.0,155.0,10.6875,5.0
11993,39.0,13.0,2.0,3.0
11994,,,,
11995,25.0,17.0,5.25,1.0
11996,18.0,-6.0,0.5,2.0
11997,7.0,5.0,6.0,1.0
11998,267.0,117.0,2.56,11.0
11999,,,,
12000,231.0,203.0,15.5,6.0
12001,22.0,20.0,21.0,0.0
12002,,,,
12003,46.0,22.0,2.8333333333333335,3.0
12004,26.0,12.0,2.7142857142857144,2.0
12005,22.0,-8.0,0.4666666666666667,2.0
12006,186.0,138.0,6.75,6.0
12007,27.0,23.0,12.5,1.0
12008,7.0,-5.0,0.16666666666666666,0.0
12009,22.0,10.0,2.6666666666666665,1.0
12010,22.0,-4.0,0.6923076923076923,1.0
12011,23.0,21.0,22.0,1.0
12012,41.0,15.0,2.1538461538461537,3.0
12013,8.0,6.0,7.0,1.0
12014,5.0,1.0,1.5,0.0
12015,,,,
12016,30.0,0.0,1.0,3.0
12017,,,,
12018,35.0,7.0,1.5,3.0
12019,5.0,3.0,4.0,1.0
12020,45.0,5.0,1.25,1.0
12021,26.0,14.0,3.3333333333333335,4.0
12022,97.0,47.0,2.88,6.0
12023,21.0,5.0,1.625,2.0
12024,9.0,5.0,3.5,1.0
12025,24.0,8.0,2.0,1.0
12026,8.0,2.0,1.6666666666666667,1.0
12027,25.0,5.0,1.5,1.0
12028,,,,
12029,24.0,6.0,1.6666666666666667,2.0
12030,31.0,-1.0,0.9375,1.0
12031,79.0,27.0,2.0384615384615383,4.0
12032,19.0,-1.0,0.9,2.0
12033,,,,
12034,46.0,32.0,5.571428571428571,1.0
12035,9.0,-3.0,0.5,0.0
12036,11.0,7.0,4.5,1.0
12037,,,,
12038,34.0,18.0,3.25,3.0
12039,9.0,5.0,3.5,1.0
12040,29.0,5.0,1.4166666666666667,3.0
12041,24.0,8.0,2.0,2.0
12042,133.0,67.0,3.0303030303030303,11.0
12043,30.0,-4.0,0.7647058823529411,2.0
12044,,,,
12045,20.0,16.0,9.0,1.0
12046,11.0,3.0,1.75,1.0
12047,18.0,4.0,1.5714285714285714,1.0
12048,15.0,5.0,2.0,1.0
12049,,,,
12050,33.0,31.0,32.0,1.0
12051,42.0,18.0,2.5,4.0
12052,4.0,0.0,1.0,1.0
12053,25.0,9.0,2.125,2.0
12054,27.0,-11.0,0.42105263157894735,1.0
12055,9.0,-7.0,0.125,1.0
12056,75.0,51.0,5.25,4.0
12057,75.0,55.0,6.5,5.0
12058,149.0,97.0,4.730769230769231,4.0
12059,3.0,1.0,2.0,1.0
12060,255.0,121.0,2.8059701492537314,6.0
12061,16.0,-2.0,0.7777777777777778,1.0
12062,7.0,5.0,6.0,1.0
12063,,,,
12064,43.0,13.0,1.8666666666666667,4.0
12065,33.0,7.0,1.5384615384615385,1.0
12066,4.0,0.0,1.0,1.0
12067,256.0,108.0,2.4594594594594597,13.0
12068,20.0,16.0,9.0,1.0
12069,44.0,30.0,5.285714285714286,2.0
12070,7.0,-3.0,0.4,2.0
12071,37.0,-5.0,0.7619047619047619,2.0
12072,10.0,-2.0,0.6666666666666666,0.0
12073,19.0,11.0,3.75,1.0
12074,102.0,20.0,1.4878048780487805,10.0
12075,10.0,8.0,9.0,1.0
12076,208.0,158.0,7.32,19.0
12077,24.0,12.0,3.0,2.0
12078,,,,
12079,12.0,10.0,11.0,0.0
12080,30.0,8.0,1.7272727272727273,2.0
12081,136.0,84.0,4.230769230769231,8.0
12082,19.0,-7.0,0.46153846153846156,5.0
12083,10.0,4.0,2.3333333333333335,1.0
12084,,,,
12085,43.0,33.0,7.6,2.0
12086,253.0,109.0,2.513888888888889,12.0
12087,37.0,15.0,2.3636363636363638,4.0
12088,16.0,14.0,15.0,1.0
12089,167.0,69.0,2.4081632653061225,4.0
12090,18.0,0.0,1.0,3.0
12091,60.0,48.0,9.0,5.0
12092,20.0,8.0,2.3333333333333335,2.0
12093,6.0,4.0,5.0,1.0
12094,37.0,15.0,2.3636363636363638,5.0
12095,13.0,5.0,2.25,2.0
12096,17.0,7.0,2.4,1.0
12097,209.0,149.0,5.966666666666667,5.0
12098,97.0,79.0,9.777777777777779,3.0
12099,37.0,3.0,1.1764705882352942,3.0
12100,8.0,2.0,1.6666666666666667,2.0
12101,219.0,111.0,3.0555555555555554,13.0
12102,32.0,12.0,2.2,3.0
12103,19.0,-7.0,0.46153846153846156,2.0
12104,10.0,2.0,1.5,1.0
12105,124.0,52.0,2.4444444444444446,5.0
12106,60.0,18.0,1.8571428571428572,7.0
12107,27.0,21.0,8.0,2.0
12108,7.0,5.0,6.0,1.0
12109,40.0,28.0,5.666666666666667,2.0
12110,10.0,-2.0,0.6666666666666666,0.0
12111,30.0,6.0,1.5,3.0
12112,26.0,22.0,12.0,1.0
12113,46.0,42.0,22.0,1.0
12114,193.0,-43.0,0.635593220338983,16.0
12115,19.0,11.0,3.75,1.0
12116,,,,
12117,49.0,37.0,7.166666666666667,3.0
12118,21.0,15.0,6.0,2.0
12119,30.0,4.0,1.3076923076923077,4.0
12120,7.0,5.0,6.0,1.0
12121,5.0,1.0,1.5,1.0
12122,25.0,-5.0,0.6666666666666666,3.0
12123,268.0,192.0,6.052631578947368,13.0
12124,9.0,7.0,8.0,1.0
12125,8.0,4.0,3.0,1.0
12126,,,,
12127,60.0,14.0,1.608695652173913,6.0
12128,44.0,-2.0,0.9130434782608695,4.0
12129,63.0,23.0,2.15,4.0
12130,98.0,-48.0,0.3424657534246575,4.0
12131,,,,
12132,362.0,212.0,3.8266666666666667,6.0
12133,4.0,0.0,1.0,1.0
12134,,,,
12135,44.0,30.0,5.285714285714286,3.0
12136,,,,
12137,24.0,0.0,1.0,2.0
12138,73.0,11.0,1.3548387096774193,10.0
12139,68.0,34.0,3.0,4.0
12140,102.0,16.0,1.372093023255814,7.0
12141,31.0,13.0,2.4444444444444446,3.0
12142,19.0,17.0,18.0,1.0
12143,,,,
12144,24.0,10.0,2.4285714285714284,2.0
12145,9.0,-1.0,0.8,0.0
12146,31.0,27.0,14.5,1.0
12147,21.0,19.0,20.0,1.0
12148,27.0,9.0,2.0,3.0
12149,71.0,25.0,2.0869565217391304,8.0
12150,34.0,14.0,2.4,1.0
12151,24.0,12.0,3.0,2.0
12152,30.0,12.0,2.3333333333333335,4.0
12153,39.0,3.0,1.1666666666666667,4.0
12154,34.0,24.0,5.8,0.0
12155,243.0,101.0,2.4225352112676055,13.0
12156,21.0,9.0,2.5,2.0
12157,98.0,40.0,2.3793103448275863,4.0
12158,34.0,30.0,16.0,1.0
12159,27.0,17.0,4.4,2.0
12160,,,,
12161,18.0,12.0,5.0,1.0
12162,15.0,5.0,2.0,2.0
12163,,,,
12164,31.0,25.0,9.333333333333334,1.0
12165,103.0,37.0,2.121212121212121,9.0
12166,63.0,49.0,8.0,4.0
12167,,,,
12168,,,,
12169,77.0,65.0,11.833333333333334,3.0
12170,21.0,11.0,3.2,2.0
12171,67.0,55.0,10.166666666666666,3.0
12172,226.0,156.0,5.457142857142857,10.0
12173,211.0,133.0,4.410256410256411,13.0
12174,28.0,8.0,1.8,4.0
12175,24.0,-16.0,0.2,2.0
12176,93.0,-31.0,0.5,4.0
12177,20.0,4.0,1.5,2.0
12178,156.0,-34.0,0.6421052631578947,10.0
12179,2.0,0.0,1.0,1.0
12180,25.0,19.0,7.333333333333333,2.0
12181,64.0,48.0,7.0,2.0
12182,113.0,75.0,4.947368421052632,6.0
12183,34.0,26.0,7.5,2.0
12184,,,,
12185,,,,
12186,139.0,103.0,6.722222222222222,5.0
12187,22.0,8.0,2.142857142857143,2.0
12188,26.0,8.0,1.8888888888888888,1.0
12189,18.0,8.0,2.6,2.0
12190,69.0,-13.0,0.6829268292682927,4.0
12191,6.0,4.0,5.0,1.0
12192,61.0,25.0,2.388888888888889,5.0
12193,87.0,45.0,3.142857142857143,11.0
12194,18.0,12.0,5.0,1.0
12195,46.0,10.0,1.5555555555555556,4.0
12196,,,,
12197,74.0,10.0,1.3125,5.0
12198,100.0,46.0,2.7037037037037037,6.0
12199,36.0,20.0,3.5,2.0
12200,,,,
12201,16.0,8.0,3.0,2.0
12202,,,,
12203,16.0,-8.0,0.3333333333333333,1.0
12204,47.0,31.0,4.875,4.0
12205,27.0,15.0,3.5,2.0
12206,35.0,23.0,4.833333333333333,3.0
12207,,,,
12208,19.0,15.0,8.5,1.0
12209,255.0,109.0,2.493150684931507,13.0
12210,20.0,14.0,5.666666666666667,1.0
12211,10.0,4.0,2.3333333333333335,1.0
12212,49.0,43.0,15.333333333333334,2.0
12213,7.0,-1.0,0.75,1.0
12214,29.0,7.0,1.6363636363636365,5.0
12215,,,,
12216,20.0,-6.0,0.5384615384615384,3.0
12217,138.0,24.0,1.4210526315789473,7.0
12218,,,,
12219,3.0,-1.0,0.5,1.0
12220,48.0,34.0,5.857142857142857,2.0
12221,15.0,1.0,1.1428571428571428,0.0
12222,59.0,-11.0,0.6857142857142857,5.0
12223,68.0,50.0,6.555555555555555,5.0
12224,112.0,58.0,3.1481481481481484,7.0
12225,20.0,18.0,19.0,1.0
12226,,,,
12227,5.0,3.0,4.0,1.0
12228,3.0,1.0,2.0,0.0
12229,,,,
12230,10.0,4.0,2.3333333333333335,1.0
12231,38.0,26.0,5.333333333333333,2.0
12232,181.0,149.0,10.3125,5.0
12233,66.0,48.0,6.333333333333333,1.0
12234,41.0,21.0,3.1,4.0
12235,11.0,-1.0,0.8333333333333334,1.0
12236,13.0,9.0,5.5,0.0
12237,10.0,-2.0,0.6666666666666666,1.0
12238,18.0,12.0,5.0,1.0
12239,24.0,12.0,3.0,1.0
12240,41.0,11.0,1.7333333333333334,3.0
12241,459.0,195.0,2.477272727272727,22.0
12242,,,,
12243,12.0,8.0,5.0,1.0
12244,32.0,10.0,1.9090909090909092,3.0
12245,15.0,7.0,2.75,1.0
12246,25.0,3.0,1.2727272727272727,3.0
12247,17.0,13.0,7.5,1.0
12248,33.0,19.0,3.7142857142857144,3.0
12249,9.0,1.0,1.25,1.0
12250,,,,
12251,11.0,5.0,2.6666666666666665,1.0
12252,136.0,52.0,2.238095238095238,5.0
12253,6.0,4.0,5.0,1.0
12254,40.0,20.0,3.0,4.0
12255,113.0,39.0,2.054054054054054,9.0
12256,,,,
12257,186.0,88.0,2.795918367346939,19.0
12258,251.0,215.0,12.944444444444445,8.0
12259,29.0,15.0,3.142857142857143,1.0
12260,105.0,51.0,2.888888888888889,5.0
12261,38.0,14.0,2.1666666666666665,5.0
12262,11.0,9.0,10.0,1.0
12263,59.0,13.0,1.565217391304348,8.0
12264,101.0,65.0,4.611111111111111,5.0
12265,35.0,5.0,1.3333333333333333,2.0
12266,51.0,31.0,4.1,5.0
12267,38.0,-2.0,0.9,2.0
12268,18.0,10.0,3.5,2.0
12269,277.0,157.0,3.6166666666666667,13.0
12270,7.0,-3.0,0.4,0.0
12271,35.0,-19.0,0.2962962962962963,3.0
12272,23.0,11.0,2.8333333333333335,1.0
12273,32.0,16.0,3.0,1.0
12274,74.0,24.0,1.96,6.0
12275,55.0,-3.0,0.896551724137931,5.0
12276,33.0,23.0,5.6,2.0
12277,19.0,5.0,1.7142857142857142,2.0
12278,17.0,13.0,7.5,1.0
12279,103.0,31.0,1.8611111111111112,8.0
12280,10.0,4.0,2.3333333333333335,1.0
12281,12.0,6.0,3.0,1.0
12282,24.0,-4.0,0.7142857142857143,0.0
12283,,,,
12284,52.0,30.0,3.727272727272727,1.0
12285,69.0,29.0,2.45,5.0
12286,,,,
12287,,,,
12288,45.0,15.0,2.0,3.0
12289,11.0,9.0,10.0,0.0
12290,,,,
12291,,,,
12292,26.0,12.0,2.7142857142857144,2.0
12293,5.0,3.0,4.0,0.0
12294,,,,
12295,139.0,99.0,5.95,6.0
12296,24.0,8.0,2.0,1.0
12297,17.0,11.0,4.666666666666667,1.0
12298,15.0,9.0,4.0,0.0
12299,58.0,20.0,2.0526315789473686,3.0
12300,,,,
12301,58.0,40.0,5.444444444444445,5.0
12302,19.0,-5.0,0.5833333333333334,2.0
12303,,,,
12304,193.0,165.0,12.785714285714286,4.0
12305,,,,
12306,,,,
12307,43.0,11.0,1.6875,3.0
12308,28.0,0.0,1.0,2.0
12309,,,,
12310,8.0,2.0,1.6666666666666667,1.0
12311,18.0,0.0,1.0,3.0
12312,18.0,14.0,8.0,1.0
12313,70.0,-16.0,0.627906976744186,5.0
12314,8.0,6.0,7.0,1.0
12315,20.0,6.0,1.8571428571428572,0.0
12316,,,,
12317,139.0,49.0,2.088888888888889,14.0
12318,22.0,14.0,4.5,1.0
12319,231.0,123.0,3.2777777777777777,10.0
12320,48.0,-20.0,0.4117647058823529,4.0
12321,9.0,7.0,8.0,1.0
12322,14.0,4.0,1.8,1.0
12323,94.0,50.0,3.272727272727273,5.0
12324,18.0,16.0,17.0,1.0
12325,17.0,3.0,1.4285714285714286,1.0
12326,,,,
12327,203.0,85.0,2.440677966101695,18.0
12328,42.0,34.0,9.5,2.0
12329,,,,
12330,5.0,1.0,1.5,1.0
12331,17.0,9.0,3.25,1.0
12332,19.0,17.0,18.0,1.0
12333,13.0,9.0,5.5,1.0
12334,50.0,20.0,2.3333333333333335,6.0
12335,129.0,97.0,7.0625,6.0
12336,6.0,4.0,5.0,1.0
12337,34.0,18.0,3.25,2.0
12338,156.0,30.0,1.4761904761904763,8.0
12339,53.0,13.0,1.65,3.0
12340,653.0,-341.0,0.31388329979879276,2.0
12341,34.0,14.0,2.4,3.0
12342,22.0,2.0,1.2,2.0
12343,,,,
12344,9.0,1.0,1.25,1.0
12345,35.0,21.0,4.0,3.0
12346,19.0,5.0,1.7142857142857142,1.0
12347,,,,
12348,,,,
12349,,,,
12350,266.0,236.0,16.733333333333334,4.0
12351,8.0,6.0,7.0,1.0
12352,46.0,4.0,1.1904761904761905,3.0
12353,772.0,544.0,5.771929824561403,23.0
12354,37.0,-11.0,0.5416666666666666,5.0
12355,129.0,87.0,5.142857142857143,7.0
12356,146.0,70.0,2.8421052631578947,9.0
12357,13.0,7.0,3.3333333333333335,1.0
12358,11.0,-3.0,0.5714285714285714,1.0
12359,32.0,8.0,1.6666666666666667,1.0
12360,12.0,6.0,3.0,3.0
12361,28.0,14.0,3.0,2.0
12362,340.0,248.0,6.391304347826087,12.0
12363,14.0,6.0,2.5,1.0
12364,10.0,-8.0,0.1111111111111111,1.0
12365,81.0,31.0,2.24,5.0
12366,33.0,25.0,7.25,2.0
12367,46.0,36.0,8.2,2.0
12368,9.0,1.0,1.25,1.0
12369,44.0,30.0,5.285714285714286,1.0
12370,71.0,45.0,4.461538461538462,4.0
12371,27.0,7.0,1.7,2.0
12372,4.0,0.0,1.0,1.0
12373,22.0,16.0,6.333333333333333,2.0
12374,10.0,8.0,9.0,1.0
12375,39.0,19.0,2.9,4.0
12376,47.0,9.0,1.4736842105263157,4.0
12377,18.0,12.0,5.0,1.0
12378,36.0,26.0,6.2,1.0
12379,,,,
12380,23.0,19.0,10.5,2.0
12381,14.0,6.0,2.5,1.0
12382,246.0,214.0,14.375,5.0
12383,13.0,9.0,5.5,0.0
12384,108.0,78.0,6.2,3.0
12385,130.0,52.0,2.3333333333333335,8.0
12386,23.0,7.0,1.875,1.0
12387,16.0,0.0,1.0,2.0
12388,19.0,5.0,1.7142857142857142,2.0
12389,24.0,10.0,2.4285714285714284,1.0
12390,6.0,2.0,2.0,0.0
12391,10.0,8.0,9.0,0.0
12392,43.0,23.0,3.3,2.0
12393,20.0,-8.0,0.42857142857142855,2.0
12394,14.0,2.0,1.3333333333333333,1.0
12395,211.0,55.0,1.705128205128205,12.0
12396,,,,
12397,18.0,4.0,1.5714285714285714,3.0
12398,13.0,3.0,1.6,1.0
12399,19.0,13.0,5.333333333333333,2.0
12400,,,,
12401,44.0,10.0,1.588235294117647,2.0
12402,11.0,7.0,4.5,2.0
12403,295.0,141.0,2.831168831168831,13.0
12404,168.0,124.0,6.636363636363637,9.0
12405,52.0,26.0,3.0,4.0
12406,106.0,66.0,4.3,6.0
12407,19.0,1.0,1.1111111111111112,4.0
12408,119.0,59.0,2.966666666666667,4.0
12409,75.0,31.0,2.409090909090909,4.0
12410,,,,
12411,7.0,5.0,6.0,1.0
12412,9.0,-3.0,0.5,0.0
12413,110.0,78.0,5.875,2.0
12414,,,,
12415,61.0,55.0,19.333333333333332,1.0
12416,55.0,23.0,2.4375,3.0
12417,,,,
12418,15.0,11.0,6.5,1.0
12419,,,,
12420,12.0,-2.0,0.7142857142857143,1.0
12421,15.0,13.0,14.0,1.0
12422,11.0,5.0,2.6666666666666665,0.0
12423,11.0,-3.0,0.5714285714285714,2.0
12424,25.0,7.0,1.7777777777777777,2.0
12425,,,,
12426,,,,
12427,25.0,9.0,2.125,3.0
12428,24.0,10.0,2.4285714285714284,4.0
12429,46.0,28.0,4.111111111111111,3.0
12430,64.0,48.0,7.0,3.0
12431,3.0,-1.0,0.5,1.0
12432,,,,
12433,38.0,24.0,4.428571428571429,2.0
12434,14.0,2.0,1.3333333333333333,1.0
12435,,,,
12436,9.0,7.0,8.0,1.0
12437,110.0,62.0,3.5833333333333335,5.0
12438,63.0,29.0,2.7058823529411766,5.0
12439,181.0,67.0,2.175438596491228,15.0
12440,26.0,22.0,12.0,1.0
12441,10.0,8.0,9.0,0.0
12442,10.0,4.0,2.3333333333333335,2.0
12443,,,,
12444,79.0,51.0,4.642857142857143,4.0
12445,42.0,4.0,1.2105263157894737,3.0
12446,15.0,7.0,2.75,1.0
12447,14.0,-12.0,0.07692307692307693,1.0
12448,192.0,-16.0,0.8461538461538461,5.0
12449,12.0,4.0,2.0,1.0
12450,33.0,5.0,1.3571428571428572,4.0
12451,7.0,1.0,1.3333333333333333,0.0
12452,20.0,2.0,1.2222222222222223,2.0
12453,47.0,43.0,22.5,2.0
12454,145.0,57.0,2.2954545454545454,4.0
12455,35.0,-1.0,0.9444444444444444,4.0
12456,389.0,189.0,2.89,13.0
12457,14.0,12.0,13.0,1.0
12458,,,,
12459,162.0,120.0,6.714285714285714,7.0
12460,21.0,17.0,9.5,1.0
12461,22.0,12.0,3.4,2.0
12462,,,,
12463,109.0,79.0,6.266666666666667,4.0
12464,118.0,44.0,2.189189189189189,6.0
12465,39.0,31.0,8.75,2.0
12466,251.0,105.0,2.4383561643835616,13.0
12467,17.0,11.0,4.666666666666667,1.0
12468,8.0,4.0,3.0,1.0
12469,15.0,1.0,1.1428571428571428,2.0
12470,33.0,9.0,1.75,2.0
12471,168.0,134.0,8.882352941176471,7.0
12472,52.0,44.0,12.0,1.0
12473,71.0,55.0,7.875,3.0
12474,90.0,30.0,2.0,6.0
12475,219.0,113.0,3.1320754716981134,8.0
12476,23.0,19.0,10.5,0.0
12477,7.0,5.0,6.0,1.0
12478,47.0,33.0,5.714285714285714,3.0
12479,13.0,11.0,12.0,0.0
12480,34.0,20.0,3.857142857142857,2.0
12481,,,,
