UID,success_sum,mode_sum,os_sum,version_sum,device1_sum_x,device2_sum_x,device_code1_sum_x,device_code2_sum_x,device_code3_sum_x,mac1_sum_x,mac2_sum,ip1_sum_x,ip2_sum,wifi_sum,geo_code_sum_x,ip1_sub_sum_x,ip2_sub_sum,channel_sum,amt_src1_sum,merchant_sum,code1_sum,code2_sum,trans_type1_sum,acc_id1_sum,device_code1_sum_y,device_code2_sum_y,device_code3_sum_y,device1_sum_y,device2_sum_y,mac1_sum_y,ip1_sum_y,amt_src2_sum,acc_id2_sum,acc_id3_sum,geo_code_sum_y,trans_type2_sum,market_code_sum,market_type_sum,ip1_sub_sum_y
13818,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
13819,22.0,22.0,22.0,20.0,20.0,17.0,20.0,20.0,,7.0,13.0,19.0,,10.0,17.0,19.0,,4.0,4.0,4.0,,,4.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,,,4.0
13820,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,,3.0,3.0,3.0,,2.0,2.0,2.0,,,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,,,2.0,2.0,1.0,1.0,2.0
13821,47.0,52.0,52.0,41.0,41.0,39.0,,,41.0,,,39.0,2.0,22.0,22.0,39.0,2.0,6.0,6.0,6.0,,,6.0,3.0,,,6.0,6.0,6.0,,6.0,6.0,,,6.0,,1.0,1.0,6.0
13822,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,,3.0,3.0,6.0,,,2.0,6.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0
13823,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,2.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,2.0
13824,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,,,10.0,10.0,,,10.0,10.0,,2.0,2.0,2.0,,,2.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,,,2.0,2.0,,,2.0
13825,7.0,7.0,7.0,7.0,7.0,6.0,,,7.0,,,7.0,,4.0,3.0,7.0,,4.0,4.0,4.0,,,4.0,,,,4.0,4.0,4.0,,4.0,2.0,,,4.0,,,,4.0
13826,15.0,15.0,15.0,15.0,15.0,9.0,15.0,15.0,,3.0,12.0,15.0,,,15.0,15.0,,3.0,3.0,3.0,,,3.0,1.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,,,3.0
13827,5.0,5.0,5.0,3.0,3.0,3.0,,,3.0,,,3.0,,,,3.0,,6.0,6.0,6.0,,,6.0,,,,6.0,6.0,6.0,,6.0,2.0,,,,6.0,,,6.0
13828,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,,,4.0,1.0,4.0,4.0,,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,,,4.0
13829,14.0,18.0,18.0,14.0,14.0,12.0,14.0,14.0,,,14.0,14.0,,7.0,14.0,14.0,,12.0,12.0,12.0,,,12.0,1.0,11.0,11.0,,11.0,11.0,11.0,11.0,6.0,1.0,1.0,11.0,11.0,5.0,5.0,11.0
13830,22.0,31.0,31.0,22.0,22.0,19.0,22.0,22.0,,4.0,18.0,22.0,,,11.0,22.0,,10.0,10.0,10.0,,,10.0,2.0,10.0,10.0,,10.0,10.0,10.0,10.0,2.0,2.0,2.0,6.0,10.0,,,10.0
13831,157.0,157.0,157.0,104.0,104.0,95.0,104.0,104.0,,7.0,98.0,104.0,52.0,59.0,104.0,104.0,52.0,29.0,29.0,29.0,,,29.0,22.0,28.0,28.0,,26.0,28.0,26.0,28.0,28.0,2.0,5.0,28.0,20.0,12.0,12.0,28.0
13832,24.0,24.0,24.0,24.0,24.0,20.0,24.0,24.0,,1.0,23.0,24.0,,16.0,24.0,24.0,,11.0,11.0,11.0,,,11.0,3.0,11.0,11.0,,11.0,11.0,11.0,11.0,4.0,,,11.0,11.0,2.0,2.0,11.0
13833,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,,,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,3.0,3.0,,,3.0
13834,75.0,92.0,92.0,75.0,75.0,64.0,75.0,75.0,,2.0,73.0,75.0,,10.0,13.0,75.0,,24.0,24.0,24.0,4.0,,24.0,21.0,19.0,19.0,,19.0,19.0,19.0,19.0,21.0,1.0,1.0,2.0,23.0,3.0,3.0,19.0
13835,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,,9.0,9.0,,6.0,9.0,9.0,,8.0,8.0,8.0,,,8.0,6.0,8.0,8.0,,8.0,8.0,8.0,8.0,6.0,,,8.0,8.0,3.0,3.0,8.0
13836,15.0,16.0,16.0,11.0,11.0,10.0,,,11.0,,,11.0,4.0,,,11.0,4.0,3.0,3.0,3.0,,,3.0,1.0,,,2.0,2.0,2.0,,2.0,2.0,,,2.0,3.0,1.0,1.0,2.0
13837,9.0,12.0,12.0,9.0,9.0,6.0,,,9.0,,,9.0,,,,9.0,,15.0,15.0,15.0,,,15.0,4.0,,,11.0,11.0,11.0,,11.0,9.0,,,,15.0,5.0,5.0,11.0
13838,65.0,67.0,67.0,32.0,32.0,32.0,32.0,32.0,,1.0,31.0,32.0,33.0,17.0,17.0,32.0,33.0,3.0,3.0,3.0,,,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,1.0,3.0,,,3.0
13839,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,,,2.0,8.0,,,8.0,8.0,,4.0,4.0,4.0,,,4.0,,4.0,4.0,,4.0,4.0,4.0,4.0,2.0,,,4.0,4.0,,,4.0
13840,85.0,85.0,85.0,52.0,52.0,48.0,52.0,52.0,,7.0,45.0,52.0,33.0,35.0,52.0,52.0,33.0,18.0,18.0,18.0,6.0,3.0,18.0,14.0,9.0,9.0,,9.0,9.0,9.0,9.0,16.0,3.0,3.0,9.0,15.0,5.0,5.0,9.0
13841,19.0,19.0,19.0,16.0,16.0,13.0,16.0,16.0,,,16.0,16.0,3.0,6.0,16.0,16.0,3.0,6.0,6.0,6.0,,,6.0,2.0,6.0,6.0,,6.0,6.0,6.0,6.0,3.0,,,6.0,6.0,,,6.0
13842,62.0,62.0,62.0,57.0,59.0,48.0,59.0,59.0,,2.0,57.0,59.0,3.0,,59.0,59.0,3.0,36.0,36.0,36.0,,,36.0,36.0,36.0,36.0,,36.0,36.0,36.0,36.0,36.0,,,36.0,35.0,11.0,11.0,36.0
13843,20.0,22.0,22.0,10.0,10.0,9.0,10.0,10.0,,,10.0,10.0,10.0,,10.0,10.0,10.0,15.0,15.0,15.0,,,15.0,9.0,15.0,15.0,,15.0,15.0,15.0,15.0,9.0,,,15.0,15.0,4.0,4.0,15.0
13844,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,,,3.0,1.0,,,3.0,3.0,3.0,,3.0,2.0,,,3.0,3.0,,,3.0
13845,9.0,9.0,9.0,9.0,9.0,5.0,9.0,9.0,,2.0,7.0,9.0,,,9.0,9.0,,12.0,12.0,12.0,,,12.0,8.0,12.0,12.0,,12.0,12.0,12.0,12.0,8.0,,,12.0,12.0,4.0,4.0,12.0
13846,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,,,5.0,5.0,,5.0,5.0,5.0,,,5.0,3.0,5.0,5.0,,5.0,5.0,5.0,5.0,3.0,,,5.0,5.0,1.0,1.0,5.0
13847,80.0,80.0,80.0,68.0,68.0,62.0,68.0,68.0,,4.0,64.0,68.0,12.0,32.0,68.0,68.0,12.0,15.0,15.0,15.0,,,15.0,7.0,15.0,15.0,,15.0,15.0,15.0,15.0,7.0,5.0,5.0,15.0,15.0,1.0,1.0,15.0
13848,9.0,11.0,11.0,9.0,9.0,7.0,9.0,9.0,,1.0,8.0,9.0,,2.0,9.0,9.0,,4.0,4.0,4.0,,,4.0,,4.0,4.0,,4.0,4.0,4.0,4.0,2.0,,,4.0,4.0,,,4.0
13849,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,,3.0,3.0,6.0,,,,6.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0
13850,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,1.0,,4.0,4.0,4.0,,,4.0,,,,4.0,4.0,4.0,,4.0,,,,,4.0,,,4.0
13851,181.0,181.0,181.0,181.0,181.0,160.0,181.0,152.0,,24.0,157.0,181.0,,115.0,175.0,181.0,,109.0,109.0,109.0,,,109.0,18.0,109.0,99.0,,109.0,109.0,109.0,109.0,19.0,18.0,18.0,108.0,109.0,,,109.0
13852,115.0,115.0,115.0,75.0,75.0,73.0,75.0,75.0,,6.0,69.0,75.0,40.0,10.0,70.0,75.0,40.0,21.0,21.0,21.0,9.0,,21.0,20.0,12.0,12.0,,12.0,12.0,12.0,12.0,21.0,,,12.0,19.0,4.0,4.0,12.0
13853,62.0,66.0,66.0,60.0,60.0,51.0,60.0,60.0,,,60.0,60.0,,30.0,13.0,60.0,,23.0,23.0,23.0,,,23.0,10.0,23.0,23.0,,23.0,23.0,23.0,23.0,15.0,,,16.0,23.0,4.0,4.0,23.0
13854,70.0,88.0,88.0,67.0,67.0,59.0,67.0,67.0,,,67.0,67.0,3.0,59.0,67.0,67.0,3.0,18.0,18.0,18.0,,,18.0,6.0,18.0,18.0,,18.0,18.0,18.0,18.0,6.0,,,18.0,18.0,3.0,3.0,18.0
13855,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,,9.0,9.0,,9.0,9.0,9.0,,14.0,14.0,14.0,,,14.0,6.0,14.0,14.0,,14.0,14.0,14.0,14.0,9.0,6.0,6.0,14.0,14.0,,,14.0
13856,172.0,172.0,172.0,160.0,160.0,139.0,160.0,160.0,,45.0,115.0,160.0,12.0,,160.0,160.0,12.0,51.0,51.0,51.0,,,51.0,30.0,51.0,51.0,,51.0,51.0,51.0,51.0,34.0,18.0,18.0,51.0,51.0,6.0,6.0,51.0
13857,117.0,117.0,117.0,52.0,52.0,41.0,,,52.0,,,52.0,65.0,5.0,6.0,52.0,65.0,17.0,17.0,17.0,,,17.0,16.0,1.0,1.0,16.0,17.0,17.0,1.0,17.0,17.0,1.0,1.0,17.0,14.0,6.0,6.0,17.0
13858,26.0,26.0,26.0,26.0,26.0,23.0,26.0,26.0,,4.0,22.0,26.0,,19.0,7.0,26.0,,5.0,5.0,5.0,,,5.0,1.0,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0
13859,88.0,88.0,88.0,57.0,57.0,55.0,57.0,57.0,,5.0,52.0,57.0,31.0,33.0,56.0,57.0,31.0,2.0,2.0,2.0,,,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,,,2.0,2.0,,,2.0
13860,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,,,3.0,,3.0,,3.0,,19.0,19.0,19.0,,,19.0,13.0,,,19.0,19.0,19.0,,19.0,16.0,5.0,5.0,5.0,19.0,4.0,4.0,19.0
13861,112.0,184.0,184.0,112.0,112.0,,112.0,112.0,,,112.0,112.0,,,,112.0,,73.0,73.0,73.0,31.0,,73.0,57.0,,,,,40.0,,40.0,57.0,,,,73.0,,,40.0
13862,11.0,11.0,11.0,11.0,11.0,10.0,,,11.0,,,11.0,,3.0,10.0,11.0,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,1.0
13863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,10.0,10.0,10.0,,,10.0,7.0,10.0,10.0,,10.0,10.0,10.0,10.0,7.0,,,10.0,10.0,5.0,5.0,10.0
13864,25.0,25.0,25.0,19.0,19.0,15.0,19.0,19.0,,,19.0,19.0,6.0,11.0,19.0,19.0,6.0,10.0,10.0,10.0,,,10.0,8.0,10.0,10.0,,10.0,10.0,10.0,10.0,9.0,,,10.0,10.0,2.0,2.0,10.0
13865,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,,5.0,2.0,7.0,,1.0,7.0,7.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0
13866,55.0,57.0,57.0,49.0,49.0,48.0,49.0,49.0,,10.0,39.0,49.0,3.0,8.0,41.0,49.0,3.0,4.0,4.0,4.0,,,4.0,2.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,1.0,1.0,4.0
13867,37.0,43.0,43.0,37.0,37.0,30.0,,,37.0,,,37.0,,,13.0,37.0,,39.0,39.0,39.0,,,39.0,36.0,,,38.0,38.0,38.0,,38.0,37.0,7.0,7.0,38.0,39.0,15.0,15.0,38.0
13868,19.0,19.0,19.0,19.0,19.0,17.0,,,19.0,,,19.0,,,9.0,19.0,,5.0,5.0,5.0,,,5.0,1.0,1.0,1.0,4.0,5.0,5.0,1.0,5.0,3.0,1.0,1.0,5.0,5.0,,,5.0
13869,23.0,23.0,23.0,23.0,23.0,20.0,,,23.0,,,23.0,,4.0,,23.0,,9.0,9.0,9.0,2.0,,9.0,2.0,,,7.0,7.0,7.0,,7.0,2.0,,,7.0,9.0,,,7.0
13870,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,,,,2.0,2.0,,,2.0
13871,21.0,21.0,21.0,12.0,12.0,9.0,12.0,12.0,,,12.0,12.0,9.0,,12.0,12.0,9.0,5.0,5.0,5.0,,,5.0,1.0,5.0,5.0,,5.0,5.0,5.0,5.0,2.0,,,5.0,5.0,,,5.0
13872,20.0,20.0,20.0,19.0,19.0,17.0,,,19.0,,,19.0,1.0,8.0,9.0,19.0,1.0,4.0,4.0,4.0,,,4.0,2.0,,,4.0,4.0,4.0,,4.0,4.0,,,4.0,4.0,2.0,2.0,4.0
13873,189.0,189.0,189.0,144.0,145.0,128.0,10.0,10.0,134.0,2.0,10.0,143.0,44.0,74.0,34.0,143.0,44.0,71.0,71.0,71.0,6.0,,71.0,43.0,6.0,6.0,52.0,53.0,57.0,6.0,58.0,61.0,25.0,21.0,14.0,57.0,2.0,2.0,58.0
13874,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,,1.0,19.0,20.0,,18.0,20.0,20.0,,11.0,11.0,11.0,,,11.0,1.0,11.0,11.0,,11.0,11.0,11.0,11.0,2.0,1.0,1.0,11.0,11.0,,,11.0
13875,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,,,2.0,2.0,,8.0,8.0,8.0,,,8.0,2.0,8.0,8.0,,8.0,8.0,8.0,8.0,4.0,,,8.0,8.0,1.0,1.0,8.0
13876,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,2.0,2.0,4.0,,,4.0,4.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0
13877,9.0,10.0,10.0,9.0,9.0,6.0,,,9.0,,,9.0,,,,9.0,,14.0,14.0,14.0,,,14.0,4.0,,,14.0,14.0,14.0,,14.0,9.0,4.0,4.0,,14.0,5.0,5.0,14.0
13878,14.0,14.0,14.0,12.0,12.0,11.0,12.0,12.0,,,12.0,12.0,,11.0,12.0,12.0,,4.0,4.0,4.0,,,4.0,1.0,4.0,4.0,,4.0,4.0,4.0,4.0,2.0,1.0,1.0,4.0,4.0,,,4.0
13879,58.0,58.0,58.0,50.0,50.0,44.0,50.0,50.0,,4.0,46.0,50.0,8.0,21.0,50.0,50.0,8.0,29.0,29.0,29.0,,,29.0,25.0,29.0,29.0,,29.0,29.0,29.0,29.0,25.0,6.0,6.0,25.0,29.0,7.0,7.0,29.0
13880,9.0,9.0,9.0,6.0,6.0,6.0,6.0,6.0,,,6.0,6.0,3.0,,6.0,6.0,3.0,5.0,5.0,5.0,,,5.0,2.0,5.0,5.0,,5.0,5.0,5.0,5.0,3.0,2.0,2.0,4.0,5.0,,,5.0
13881,70.0,70.0,70.0,40.0,40.0,40.0,40.0,40.0,,,40.0,40.0,30.0,28.0,39.0,40.0,30.0,13.0,13.0,13.0,2.0,,13.0,10.0,11.0,11.0,,11.0,11.0,11.0,11.0,11.0,1.0,1.0,11.0,13.0,5.0,5.0,11.0
13882,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,,,4.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0
13883,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0
13884,54.0,54.0,54.0,51.0,51.0,45.0,51.0,51.0,,,51.0,51.0,3.0,,51.0,51.0,3.0,27.0,27.0,27.0,16.0,,27.0,26.0,11.0,11.0,,11.0,11.0,11.0,11.0,26.0,,,11.0,27.0,10.0,10.0,11.0
13885,71.0,71.0,71.0,68.0,68.0,55.0,68.0,68.0,,,68.0,57.0,3.0,20.0,17.0,57.0,3.0,31.0,31.0,31.0,7.0,,31.0,11.0,13.0,13.0,,3.0,13.0,3.0,13.0,31.0,,20.0,3.0,9.0,2.0,2.0,13.0
13886,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,,,3.0,3.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0
13887,41.0,43.0,43.0,41.0,41.0,37.0,41.0,41.0,,3.0,38.0,41.0,,34.0,41.0,41.0,,3.0,3.0,3.0,,,3.0,1.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,,,3.0
13888,14.0,14.0,14.0,14.0,14.0,9.0,14.0,14.0,,8.0,6.0,14.0,,1.0,14.0,14.0,,4.0,4.0,4.0,,,4.0,2.0,4.0,4.0,,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,,,4.0
13889,22.0,22.0,22.0,22.0,22.0,16.0,22.0,22.0,,7.0,15.0,22.0,,,22.0,22.0,,6.0,6.0,6.0,,,6.0,4.0,6.0,6.0,,6.0,6.0,6.0,6.0,5.0,2.0,2.0,6.0,6.0,,,6.0
13890,16.0,16.0,16.0,12.0,12.0,10.0,12.0,12.0,,,12.0,12.0,4.0,,12.0,12.0,4.0,10.0,10.0,10.0,,,10.0,8.0,10.0,10.0,,10.0,10.0,10.0,10.0,9.0,,,10.0,10.0,3.0,3.0,10.0
13891,412.0,414.0,414.0,410.0,410.0,343.0,410.0,410.0,,210.0,200.0,410.0,2.0,62.0,409.0,410.0,2.0,134.0,134.0,134.0,,,134.0,131.0,132.0,130.0,,132.0,132.0,132.0,132.0,131.0,122.0,122.0,132.0,134.0,5.0,5.0,132.0
13892,52.0,52.0,52.0,33.0,33.0,33.0,33.0,33.0,,,33.0,33.0,19.0,22.0,33.0,33.0,19.0,3.0,3.0,3.0,,,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,3.0,3.0,,,3.0
13893,4.0,5.0,5.0,4.0,4.0,3.0,,,4.0,,,4.0,,,,4.0,,13.0,13.0,13.0,,,13.0,4.0,,,9.0,9.0,9.0,,9.0,9.0,,,,13.0,5.0,5.0,9.0
13894,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,,,4.0,3.0,,,4.0,4.0,4.0,,4.0,4.0,,,4.0,2.0,2.0,2.0,4.0
13895,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,,5.0,3.0,5.0,5.0,,5.0,5.0,5.0,5.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0
13896,18.0,42.0,42.0,18.0,18.0,9.0,18.0,18.0,,,18.0,18.0,,1.0,18.0,18.0,,9.0,9.0,9.0,,,9.0,3.0,8.0,8.0,1.0,9.0,9.0,8.0,9.0,6.0,3.0,3.0,8.0,9.0,,,9.0
13897,32.0,36.0,36.0,32.0,32.0,18.0,32.0,32.0,5.0,,32.0,32.0,,18.0,25.0,32.0,,15.0,15.0,15.0,,,15.0,10.0,15.0,15.0,,15.0,15.0,15.0,15.0,15.0,,,12.0,15.0,5.0,5.0,15.0
13898,,,,,,,,,,,,,,,,,,7.0,7.0,7.0,,,7.0,1.0,7.0,7.0,,7.0,7.0,7.0,7.0,3.0,1.0,1.0,7.0,7.0,,,7.0
13899,43.0,43.0,43.0,43.0,43.0,35.0,43.0,43.0,,,43.0,43.0,,30.0,43.0,43.0,,14.0,14.0,14.0,,,14.0,4.0,14.0,14.0,,14.0,14.0,14.0,14.0,4.0,,,14.0,14.0,1.0,1.0,14.0
13900,12.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,,,12.0,12.0,,4.0,8.0,12.0,,3.0,3.0,3.0,,,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,1.0,3.0,,,3.0
13901,61.0,61.0,61.0,38.0,38.0,37.0,38.0,38.0,,,38.0,38.0,23.0,19.0,38.0,38.0,23.0,11.0,11.0,11.0,3.0,,11.0,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,11.0,,,8.0,5.0,,,8.0
13902,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,2.0,2.0,2.0,,,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,,,2.0,,1.0,1.0,2.0
13903,11.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,,5.0,6.0,11.0,,5.0,11.0,11.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0
13904,74.0,78.0,78.0,66.0,66.0,61.0,66.0,66.0,,2.0,64.0,66.0,8.0,,66.0,66.0,8.0,14.0,14.0,14.0,,,14.0,7.0,12.0,12.0,,12.0,12.0,12.0,12.0,8.0,5.0,5.0,12.0,14.0,,,12.0
13905,10.0,10.0,10.0,10.0,10.0,9.0,,,10.0,,,10.0,,,2.0,10.0,,10.0,10.0,10.0,,,10.0,4.0,,,8.0,8.0,8.0,,8.0,7.0,2.0,2.0,2.0,10.0,3.0,3.0,8.0
13906,19.0,19.0,19.0,18.0,18.0,14.0,,,18.0,,,18.0,1.0,12.0,5.0,18.0,1.0,6.0,6.0,6.0,,,6.0,3.0,,,6.0,6.0,6.0,,6.0,6.0,,,6.0,,,,6.0
13907,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
13908,44.0,58.0,58.0,44.0,44.0,41.0,44.0,44.0,,2.0,42.0,44.0,,,8.0,44.0,,7.0,7.0,7.0,,,7.0,6.0,7.0,7.0,,7.0,7.0,7.0,7.0,6.0,,,,7.0,2.0,2.0,7.0
13909,112.0,186.0,186.0,112.0,112.0,,112.0,112.0,,,112.0,112.0,,,,112.0,,73.0,73.0,73.0,31.0,,73.0,56.0,,,,,40.0,,40.0,56.0,,,,73.0,,,40.0
13910,48.0,48.0,48.0,48.0,48.0,40.0,48.0,48.0,,,48.0,48.0,,30.0,47.0,48.0,,32.0,32.0,32.0,,,32.0,6.0,32.0,32.0,,32.0,32.0,32.0,32.0,19.0,,,32.0,32.0,15.0,15.0,32.0
13911,50.0,50.0,50.0,50.0,50.0,48.0,50.0,50.0,,1.0,49.0,50.0,,36.0,49.0,50.0,,10.0,10.0,10.0,,,10.0,,10.0,10.0,,10.0,10.0,10.0,10.0,,,,10.0,10.0,,,10.0
13912,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,,,4.0,1.0,4.0,4.0,,4.0,4.0,4.0,4.0,2.0,1.0,1.0,4.0,4.0,,,4.0
13913,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,2.0,1.0,,,,,,,,2.0,,,,,,,
13914,21.0,22.0,22.0,21.0,21.0,20.0,21.0,21.0,,4.0,17.0,21.0,,16.0,8.0,21.0,,3.0,3.0,3.0,,,3.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,,,3.0,3.0,,,3.0
13915,83.0,83.0,83.0,80.0,80.0,70.0,80.0,80.0,,,80.0,80.0,3.0,70.0,69.0,80.0,3.0,27.0,27.0,27.0,,,27.0,27.0,27.0,27.0,,27.0,27.0,27.0,27.0,27.0,5.0,5.0,25.0,27.0,8.0,8.0,27.0
13916,24.0,24.0,24.0,19.0,19.0,17.0,19.0,19.0,,,19.0,19.0,5.0,2.0,18.0,19.0,5.0,5.0,5.0,5.0,,,5.0,,5.0,5.0,,5.0,5.0,5.0,5.0,,,,5.0,5.0,,,5.0
13917,58.0,58.0,58.0,58.0,58.0,51.0,58.0,58.0,,,58.0,58.0,,39.0,58.0,58.0,,23.0,23.0,23.0,,,23.0,19.0,23.0,23.0,,23.0,23.0,23.0,23.0,22.0,,,23.0,23.0,8.0,8.0,23.0
13918,14.0,14.0,14.0,14.0,14.0,9.0,14.0,14.0,,,14.0,14.0,,9.0,14.0,14.0,,9.0,9.0,9.0,,,9.0,3.0,9.0,9.0,,9.0,9.0,9.0,9.0,6.0,3.0,3.0,9.0,9.0,,,9.0
13919,30.0,30.0,30.0,30.0,30.0,24.0,,,30.0,,,30.0,,,7.0,30.0,,38.0,38.0,38.0,,3.0,38.0,7.0,1.0,1.0,34.0,35.0,35.0,1.0,35.0,7.0,5.0,5.0,20.0,38.0,1.0,1.0,35.0
13920,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0
13921,64.0,64.0,64.0,64.0,64.0,55.0,64.0,64.0,,,64.0,64.0,,45.0,64.0,64.0,,19.0,19.0,19.0,,,19.0,10.0,18.0,18.0,1.0,19.0,19.0,18.0,19.0,11.0,1.0,1.0,19.0,19.0,3.0,3.0,19.0
13922,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,,,2.0,,2.0,,2.0,,6.0,6.0,6.0,,,6.0,1.0,,,6.0,6.0,6.0,,6.0,1.0,1.0,1.0,6.0,6.0,,,6.0
13923,153.0,159.0,159.0,150.0,150.0,144.0,150.0,150.0,,28.0,120.0,150.0,3.0,63.0,150.0,150.0,3.0,31.0,31.0,31.0,7.0,,31.0,22.0,24.0,24.0,,24.0,24.0,24.0,24.0,22.0,5.0,5.0,24.0,31.0,8.0,8.0,24.0
13924,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,,1.0,7.0,8.0,,2.0,8.0,8.0,,7.0,7.0,7.0,6.0,,7.0,7.0,1.0,1.0,,1.0,1.0,1.0,1.0,7.0,,,1.0,7.0,2.0,2.0,1.0
13925,34.0,34.0,34.0,21.0,21.0,20.0,21.0,21.0,,1.0,20.0,21.0,13.0,15.0,19.0,21.0,13.0,7.0,7.0,7.0,,,7.0,3.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,,,7.0,7.0,4.0,4.0,7.0
13926,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,2.0,2.0,,,2.0,2.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0
